GEOID,year,force,employed,unemployed,rate
55033,2010,23243,21409,1834,7.9
55035,2010,57107,53137,3970,7
55037,2010,2247,2014,233,10.4
55039,2010,56516,51715,4801,8.5
55041,2010,4253,3755,498,11.7
55043,2010,27778,25663,2115,7.6
55045,2010,21274,19572,1702,8
55047,2010,10308,9347,961,9.3
55049,2010,13772,12636,1136,8.2
55051,2010,2881,2554,327,11.4
55053,2010,10123,9238,885,8.7
55055,2010,46472,42414,4058,8.7
55057,2010,13697,12330,1367,10
55059,2010,85868,77044,8824,10.3
55061,2010,11178,10262,916,8.2
55063,2010,65593,61237,4356,6.6
55065,2010,9489,8810,679,7.2
55067,2010,10181,9062,1119,11
55069,2010,15661,13888,1773,11.3
55071,2010,44631,40203,4428,9.9
55073,2010,73520,66691,6829,9.3
55075,2010,21380,19013,2367,11.1
55077,2010,7691,6855,836,10.9
55078,2010,1550,1279,271,17.5
55079,2010,476449,428834,47615,10
55081,2010,23123,21282,1841,8
55083,2010,21331,19041,2290,10.7
55085,2010,19065,17122,1943,10.2
55087,2010,100596,92454,8142,8.1
55089,2010,47415,44056,3359,7.1
55091,2010,4095,3790,305,7.4
55093,2010,23984,22317,1667,7
55095,2010,24046,21653,2393,10
55097,2010,39855,36669,3186,8
55099,2010,7563,6736,827,10.9
55101,2010,100314,90121,10193,10.2
55103,2010,9631,8764,867,9
55105,2010,82698,73383,9315,11.3
55107,2010,7141,6264,877,12.3
55109,2010,47067,43467,3600,7.6
55111,2010,35853,32832,3021,8.4
55113,2010,8393,7446,947,11.3
55115,2010,21884,19645,2239,10.2
55117,2010,62238,56456,5782,9.3
55119,2010,11449,10273,1176,10.3
55121,2010,15984,14777,1207,7.6
55123,2010,15161,13965,1196,7.9
55125,2010,10345,9176,1169,11.3
55127,2010,56360,51276,5084,9
55129,2010,8043,7262,781,9.7
55131,2010,75604,69491,6113,8.1
55133,2010,218009,201996,16013,7.3
55135,2010,27744,25123,2621,9.4
55137,2010,12026,10731,1295,10.8
55139,2010,92450,85226,7224,7.8
55141,2010,39965,36255,3710,9.3
56001,2010,21381,20425,956,4.5
56003,2010,5631,5255,376,6.7
56005,2010,26296,24709,1587,6
56007,2010,8254,7698,556,6.7
56009,2010,7568,7155,413,5.5
56011,2010,3910,3715,195,5
56013,2010,20971,19514,1457,6.9
56015,2010,7500,7132,368,4.9
56017,2010,2569,2435,134,5.2
56019,2010,4535,4226,309,6.8
56021,2010,46182,43092,3090,6.7
56023,2010,8675,7947,728,8.4
56025,2010,39894,37110,2784,7
56027,2010,1387,1323,64,4.6
56029,2010,15849,14876,973,6.1
56031,2010,4965,4690,275,5.5
56033,2010,16132,14951,1181,7.3
56035,2010,5691,5358,333,5.9
56037,2010,23134,21608,1526,6.6
56039,2010,13611,12569,1042,7.7
56041,2010,10557,9815,742,7
56043,2010,4589,4318,271,5.9
56045,2010,4016,3822,194,4.8
72001,2010,5185,4169,1016,19.6
72003,2010,13495,10869,2626,19.5
72005,2010,17419,13863,3556,20.4
72007,2010,7969,6202,1767,22.2
72009,2010,7547,6080,1467,19.4
72011,2010,9997,8064,1933,19.3
72013,2010,27909,22893,5016,18
72015,2010,6189,4766,1423,23
72017,2010,6632,5007,1625,24.5
72019,2010,8137,6694,1443,17.7
72021,2010,76813,66891,9922,12.9
72023,2010,15462,12898,2564,16.6
72025,2010,54812,46287,8525,15.6
72027,2010,10858,9067,1791,16.5
72029,2010,17699,14543,3156,17.8
72031,2010,71411,62139,9272,13
72033,2010,9287,7879,1408,15.2
72035,2010,18187,15305,2882,15.8
72037,2010,4676,3706,970,20.7
72039,2010,4792,3500,1292,27
72041,2010,17487,14742,2745,15.7
72043,2010,12174,9506,2668,21.9
72045,2010,5863,4560,1303,22.2
72047,2010,10186,8424,1762,17.3
72049,2010,816,733,83,10.2
72051,2010,13550,11926,1624,12
72053,2010,13682,10938,2744,20.1
72054,2010,3851,3000,851,22.1
72055,2010,5116,3808,1308,25.6
72057,2010,15004,11483,3521,23.5
72059,2010,6274,4744,1530,24.4
72061,2010,41252,37746,3506,8.5
72063,2010,17666,15191,2475,14
72065,2010,14036,11738,2298,16.4
72067,2010,6255,5232,1023,16.4
72069,2010,20230,15958,4272,21.1
72071,2010,13404,10725,2679,20
72073,2010,5099,4103,996,19.5
72075,2010,17199,14100,3099,18
72077,2010,13390,10882,2508,18.7
72079,2010,6571,5070,1501,22.8
72081,2010,8052,6446,1606,19.9
72083,2010,3670,2997,673,18.3
72085,2010,12271,9883,2388,19.5
72087,2010,10240,8523,1717,16.8
72089,2010,7256,5767,1489,20.5
72091,2010,13527,10982,2545,18.8
72093,2010,2324,1898,426,18.3
72095,2010,3546,2671,875,24.7
72097,2010,27839,22633,5206,18.7
72099,2010,12051,9598,2453,20.4
72101,2010,9287,7168,2119,22.8
72103,2010,9099,7152,1947,21.4
72105,2010,8239,6570,1669,20.3
72107,2010,6089,4728,1361,22.4
72109,2010,6024,4441,1583,26.3
72111,2010,7505,5686,1819,24.2
72113,2010,55611,46076,9535,17.1
72115,2010,6840,5499,1341,19.6
72117,2010,4986,4066,920,18.5
72119,2010,18875,15999,2876,15.2
72121,2010,7532,5908,1624,21.6
72123,2010,9174,6787,2387,26
72125,2010,11980,9773,2207,18.4
72127,2010,155408,139469,15939,10.3
72129,2010,13327,11002,2325,17.4
72131,2010,11855,9218,2637,22.2
72133,2010,10393,8241,2152,20.7
72135,2010,27302,24016,3286,12
72137,2010,33982,29678,4304,12.7
72139,2010,30302,27126,3176,10.5
72141,2010,8113,6422,1691,20.8
72143,2010,10822,8963,1859,17.2
72145,2010,16228,12856,3372,20.8
72147,2010,3401,2767,634,18.6
72149,2010,8841,6892,1949,22
72151,2010,11003,8210,2793,25.4
72153,2010,12098,9514,2584,21.4
01001,2011,25836,23677,2159,8.4
01003,2011,85045,77418,7627,9
01005,2011,9849,8712,1137,11.5
01007,2011,8933,7996,937,10.5
01009,2011,25123,22939,2184,8.7
01011,2011,4833,4272,561,11.6
01013,2011,9188,8042,1146,12.5
01015,2011,51268,45963,5305,10.3
01017,2011,15200,13380,1820,12
01019,2011,11476,10364,1112,9.7
01021,2011,19539,17753,1786,9.1
01023,2011,4764,4138,626,13.1
01025,2011,8843,7181,1662,18.8
01027,2011,5598,4935,663,11.8
01029,2011,5939,5365,574,9.7
01031,2011,20749,19059,1690,8.1
01033,2011,24386,21905,2481,10.2
01035,2011,4785,4057,728,15.2
01037,2011,4477,3918,559,12.5
01039,2011,16367,14764,1603,9.8
01041,2011,6432,5798,634,9.9
01043,2011,35669,32279,3390,9.5
01045,2011,22017,20188,1829,8.3
01047,2011,17514,14866,2648,15.1
01049,2011,29809,26279,3530,11.8
01051,2011,36597,33521,3076,8.4
01053,2011,14978,13355,1623,10.8
01055,2011,44722,40238,4484,10
01057,2011,6632,5896,736,11.1
01059,2011,14362,12986,1376,9.6
01061,2011,11486,10429,1057,9.2
01063,2011,3226,2668,558,17.3
01065,2011,6296,5426,870,13.8
01067,2011,7270,6563,707,9.7
01069,2011,46778,42747,4031,8.6
01071,2011,24163,21682,2481,10.3
01073,2011,319652,289916,29736,9.3
01075,2011,5826,5260,566,9.7
01077,2011,44048,40026,4022,9.1
01079,2011,14788,13177,1611,10.9
01081,2011,68316,62812,5504,8.1
01083,2011,38990,35631,3359,8.6
01085,2011,4239,3489,750,17.7
01087,2011,8512,7317,1195,14
01089,2011,171726,157512,14214,8.3
01091,2011,7875,6884,991,12.6
01093,2011,12556,11149,1407,11.2
01095,2011,41085,37216,3869,9.4
01097,2011,193851,172971,20880,10.8
01099,2011,8325,7017,1308,15.7
01101,2011,109092,98491,10601,9.7
01103,2011,58319,52810,5509,9.4
01105,2011,3866,3227,639,16.5
01107,2011,7570,6663,907,12
01109,2011,15438,14070,1368,8.9
01111,2011,9447,8374,1073,11.4
01113,2011,24604,22077,2527,10.3
01115,2011,38509,35135,3374,8.8
01117,2011,104214,97727,6487,6.2
01119,2011,5560,4829,731,13.1
01121,2011,35293,31192,4101,11.6
01123,2011,18363,16266,2097,11.4
01125,2011,95463,87532,7931,8.3
01127,2011,27092,24034,3058,11.3
01129,2011,7106,6070,1036,14.6
01131,2011,2979,2289,690,23.2
01133,2011,9819,8492,1327,13.5
02013,2011,2183,2048,135,6.2
02016,2011,4255,4007,248,5.8
02020,2011,159006,149542,9464,6
02050,2011,7221,6137,1084,15
02060,2011,518,472,46,8.9
02068,2011,1018,879,139,13.7
02070,2011,2106,1883,223,10.6
02090,2011,48354,45238,3116,6.4
02100,2011,1167,1050,117,10
02105,2011,1099,933,166,15.1
02110,2011,17907,16913,994,5.6
02122,2011,27273,24675,2598,9.5
02130,2011,7180,6560,620,8.6
02150,2011,6783,6281,502,7.4
02158,2011,2759,2177,582,21.1
02164,2011,638,542,96,15
02170,2011,43368,39390,3978,9.2
02180,2011,4127,3619,508,12.3
02185,2011,3993,3690,303,7.6
02188,2011,2987,2524,463,15.5
02195,2011,1856,1701,155,8.4
02198,2011,2572,2254,318,12.4
02220,2011,4632,4348,284,6.1
02230,2011,716,600,116,16.2
02240,2011,3202,2804,398,12.4
02261,2011,4938,4449,489,9.9
02275,2011,1051,972,79,7.5
02282,2011,301,269,32,10.6
02290,2011,2706,2208,498,18.4
04001,2011,23040,18788,4252,18.5
04003,2011,55917,50589,5328,9.5
04005,2011,71682,64846,6836,9.5
04007,2011,21171,18725,2446,11.6
04009,2011,14345,12916,1429,10
04011,2011,3352,2982,370,11
04012,2011,7827,7057,770,9.8
04013,2011,1894633,1732510,162123,8.6
04015,2011,79594,69823,9771,12.3
04017,2011,43344,36914,6430,14.8
04019,2011,466908,427335,39573,8.5
04021,2011,149658,135043,14615,9.8
04023,2011,20478,17311,3167,15.5
04025,2011,93132,83953,9179,9.9
04027,2011,91935,69677,22258,24.2
05001,2011,10589,9297,1292,12.2
05003,2011,9886,8780,1106,11.2
05005,2011,16602,15061,1541,9.3
05007,2011,109574,102441,7133,6.5
05009,2011,16697,15367,1330,8
05011,2011,4560,3988,572,12.5
05013,2011,2639,2385,254,9.6
05015,2011,12896,11964,932,7.2
05017,2011,4282,3718,564,13.2
05019,2011,10335,9261,1074,10.4
05021,2011,7304,6419,885,12.1
05023,2011,10551,9579,972,9.2
05025,2011,3885,3554,331,8.5
05027,2011,10445,9401,1044,10
05029,2011,9038,8145,893,9.9
05031,2011,49190,45556,3634,7.4
05033,2011,28020,25539,2481,8.9
05035,2011,22778,20293,2485,10.9
05037,2011,8832,8092,740,8.4
05039,2011,3322,2908,414,12.5
05041,2011,6151,5464,687,11.2
05043,2011,8656,7651,1005,11.6
05045,2011,59482,55206,4276,7.2
05047,2011,7799,7201,598,7.7
05049,2011,5127,4729,398,7.8
05051,2011,41787,38127,3660,8.8
05053,2011,8560,7928,632,7.4
05055,2011,20147,18189,1958,9.7
05057,2011,11024,10049,975,8.8
05059,2011,14527,13320,1207,8.3
05061,2011,6746,6240,506,7.5
05063,2011,16711,15149,1562,9.3
05065,2011,5232,4713,519,9.9
05067,2011,6714,5935,779,11.6
05069,2011,33727,29978,3749,11.1
05071,2011,11134,10256,878,7.9
05073,2011,3007,2716,291,9.7
05075,2011,7471,6731,740,9.9
05077,2011,3678,3326,352,9.6
05079,2011,4782,4335,447,9.3
05081,2011,6143,5662,481,7.8
05083,2011,9641,8790,851,8.8
05085,2011,33448,31123,2325,7
05087,2011,7244,6753,491,6.8
05089,2011,6758,6120,638,9.4
05091,2011,20808,19484,1324,6.4
05093,2011,20984,18454,2530,12.1
05095,2011,3390,3067,323,9.5
05097,2011,3826,3470,356,9.3
05099,2011,4180,3784,396,9.5
05101,2011,3803,3518,285,7.5
05103,2011,11066,9900,1166,10.5
05105,2011,4520,4098,422,9.3
05107,2011,8447,7421,1026,12.1
05109,2011,4654,4186,468,10.1
05111,2011,10817,9783,1034,9.6
05113,2011,8947,8226,721,8.1
05115,2011,30517,28125,2392,7.8
05117,2011,3937,3596,341,8.7
05119,2011,190083,175884,14199,7.5
05121,2011,7186,6375,811,11.3
05123,2011,9824,8729,1095,11.1
05125,2011,54212,50604,3608,6.7
05127,2011,4832,4489,343,7.1
05129,2011,3336,3030,306,9.2
05131,2011,59600,54442,5158,8.7
05133,2011,6402,5812,590,9.2
05135,2011,6294,5619,675,10.7
05137,2011,5402,4919,483,8.9
05139,2011,16977,15187,1790,10.5
05141,2011,6756,6010,746,11
05143,2011,104823,98216,6607,6.3
05145,2011,36768,33580,3188,8.7
05147,2011,3571,3179,392,11
05149,2011,9605,8886,719,7.5
06001,2011,786756,707381,79375,10.1
06003,2011,593,517,76,12.8
06005,2011,15095,13040,2055,13.6
06007,2011,100647,86891,13756,13.7
06009,2011,20668,17769,2899,14
06011,2011,11376,8959,2417,21.2
06013,2011,529551,475011,54540,10.3
06015,2011,10895,9446,1449,13.3
06017,2011,89690,79188,10502,11.7
06019,2011,443509,370224,73285,16.5
06021,2011,13167,11124,2043,15.5
06023,2011,65106,58228,6878,10.6
06025,2011,79456,56524,22932,28.9
06027,2011,9682,8741,941,9.7
06029,2011,382367,325712,56655,14.8
06031,2011,59123,49718,9405,15.9
06033,2011,29611,25310,4301,14.5
06035,2011,11785,10190,1595,13.5
06037,2011,4928464,4327923,600541,12.2
06039,2011,62014,51990,10024,16.2
06041,2011,134576,124801,9775,7.3
06043,2011,8661,7520,1141,13.2
06045,2011,40953,36284,4669,11.4
06047,2011,114735,94500,20235,17.6
06049,2011,3620,3042,578,16
06051,2011,8832,7944,888,10.1
06053,2011,216558,189146,27412,12.7
06055,2011,70760,63846,6914,9.8
06057,2011,49021,43590,5431,11.1
06059,2011,1546389,1406411,139978,9.1
06061,2011,173744,154923,18821,10.8
06063,2011,8890,7326,1564,17.6
06065,2011,978514,849635,128879,13.2
06067,2011,679995,597683,82312,12.1
06069,2011,28281,24179,4102,14.5
06071,2011,888513,774166,114347,12.9
06073,2011,1524582,1367250,157332,10.3
06075,2011,494760,454861,39899,8.1
06077,2011,311363,260997,50366,16.2
06079,2011,134374,121509,12865,9.6
06081,2011,399859,369827,30032,7.5
06083,2011,213005,193023,19982,9.4
06085,2011,939851,852426,87425,9.3
06087,2011,141335,122865,18470,13.1
06089,2011,77044,64762,12282,15.9
06091,2011,1601,1363,238,14.9
06093,2011,19435,16134,3301,17
06095,2011,202241,177619,24622,12.2
06097,2011,246171,220958,25213,10.2
06099,2011,242320,202360,39960,16.5
06101,2011,45939,37596,8343,18.2
06103,2011,25574,21744,3830,15
06105,2011,5385,4486,899,16.7
06107,2011,203474,168687,34787,17.1
06109,2011,22725,19440,3285,14.5
06111,2011,431718,387495,44223,10.2
06113,2011,101806,89818,11988,11.8
06115,2011,28948,24035,4913,17
08001,2011,236385,212931,23454,9.9
08003,2011,7684,6942,742,9.7
08005,2011,319253,292867,26386,8.3
08007,2011,5748,5169,579,10.1
08009,2011,2068,1969,99,4.8
08011,2011,1929,1770,159,8.2
08013,2011,172002,160904,11098,6.5
08014,2011,31768,29539,2229,7
08015,2011,8301,7702,599,7.2
08017,2011,1050,1006,44,4.2
08019,2011,5500,5094,406,7.4
08021,2011,3728,3338,390,10.5
08023,2011,1582,1397,185,11.7
08025,2011,1488,1356,132,8.9
08027,2011,2017,1889,128,6.3
08029,2011,14409,12905,1504,10.4
08031,2011,352226,321953,30273,8.6
08033,2011,947,826,121,12.8
08035,2011,158279,148154,10125,6.4
08037,2011,32147,29624,2523,7.8
08039,2011,12674,11724,950,7.5
08041,2011,307563,279542,28021,9.1
08043,2011,15916,14005,1911,12
08045,2011,31376,28404,2972,9.5
08047,2011,3269,3033,236,7.2
08049,2011,8795,8087,708,8.1
08051,2011,9935,9336,599,6
08053,2011,473,449,24,5.1
08055,2011,2659,2298,361,13.6
08057,2011,893,839,54,6
08059,2011,302402,278353,24049,8
08061,2011,836,794,42,5
08063,2011,4265,4065,200,4.7
08065,2011,4377,3936,441,10.1
08067,2011,29476,27408,2068,7
08069,2011,170942,158704,12238,7.2
08071,2011,6977,6208,769,11
08073,2011,2193,2054,139,6.3
08075,2011,11081,10388,693,6.3
08077,2011,75475,67738,7737,10.3
08079,2011,426,403,23,5.4
08081,2011,7861,7130,731,9.3
08083,2011,12986,11850,1136,8.7
08085,2011,20017,17805,2212,11.1
08087,2011,15043,14040,1003,6.7
08089,2011,8473,7629,844,10
08091,2011,2023,1817,206,10.2
08093,2011,9406,8683,723,7.7
08095,2011,2154,2039,115,5.3
08097,2011,10926,10072,854,7.8
08099,2011,6242,5829,413,6.6
08101,2011,75117,67211,7906,10.5
08103,2011,3119,2874,245,7.9
08105,2011,5152,4519,633,12.3
08107,2011,14288,13111,1177,8.2
08109,2011,3015,2679,336,11.1
08111,2011,522,461,61,11.7
08113,2011,4885,4492,393,8
08115,2011,1096,1009,87,7.9
08117,2011,19255,18003,1252,6.5
08119,2011,12154,11024,1130,9.3
08121,2011,2589,2448,141,5.4
08123,2011,134285,122737,11548,8.6
08125,2011,4962,4701,261,5.3
09001,2011,476985,437853,39132,8.2
09003,2011,480133,436750,43383,9
09005,2011,108071,99279,8792,8.1
09007,2011,93628,86485,7143,7.6
09009,2011,461844,417051,44793,9.7
09011,2011,143131,130445,12686,8.9
09013,2011,86415,79909,6506,7.5
09015,2011,64567,58193,6374,9.9
10001,2011,74064,67996,6068,8.2
10003,2011,277387,257260,20127,7.3
10005,2011,91896,84830,7066,7.7
11001,2011,350778,315171,35607,10.2
12001,2011,129027,119251,9776,7.6
12003,2011,11506,10333,1173,10.2
12005,2011,87205,78311,8894,10.2
12007,2011,11507,10462,1045,9.1
12009,2011,265213,236336,28877,10.9
12011,2011,951445,861686,89759,9.4
12013,2011,5242,4698,544,10.4
12015,2011,65722,58308,7414,11.3
12017,2011,52057,45546,6511,12.5
12019,2011,96166,87408,8758,9.1
12021,2011,148810,133729,15081,10.1
12023,2011,28242,25337,2905,10.3
12027,2011,13884,12447,1437,10.4
12029,2011,5754,5047,707,12.3
12031,2011,456441,409556,46885,10.3
12033,2011,140774,127131,13643,9.7
12035,2011,41940,37167,4773,11.4
12037,2011,5051,4665,386,7.6
12039,2011,19614,17342,2272,11.6
12041,2011,6857,6151,706,10.3
12043,2011,5292,4788,504,9.5
12045,2011,6241,5638,603,9.7
12047,2011,4898,4389,509,10.4
12049,2011,11916,10718,1198,10.1
12051,2011,17971,15482,2489,13.9
12053,2011,66199,57925,8274,12.5
12055,2011,38151,33773,4378,11.5
12057,2011,661540,598119,63421,9.6
12059,2011,7195,6488,707,9.8
12061,2011,61940,54097,7843,12.7
12063,2011,18260,16531,1729,9.5
12065,2011,5918,5323,595,10.1
12067,2011,3636,3409,227,6.2
12069,2011,133860,119672,14188,10.6
12071,2011,287064,255884,31180,10.9
12073,2011,149969,138321,11648,7.8
12075,2011,16974,15125,1849,10.9
12077,2011,2862,2600,262,9.2
12079,2011,8078,7303,775,9.6
12081,2011,148173,133384,14789,10
12083,2011,131031,114905,16126,12.3
12085,2011,66822,60208,6614,9.9
12086,2011,1255105,1137041,118064,9.4
12087,2011,42781,39791,2990,7
12089,2011,36018,32556,3462,9.6
12091,2011,90913,83806,7107,7.8
12093,2011,17822,15695,2127,11.9
12095,2011,642178,579251,62927,9.8
12097,2011,140286,124469,15817,11.3
12099,2011,652697,587173,65524,10
12101,2011,206715,184347,22368,10.8
12103,2011,463993,418950,45043,9.7
12105,2011,276920,245740,31180,11.3
12107,2011,29776,25968,3808,12.8
12109,2011,101402,93552,7850,7.7
12111,2011,128670,112473,16197,12.6
12113,2011,72675,66399,6276,8.6
12115,2011,166864,149796,17068,10.2
12117,2011,230621,208447,22174,9.6
12119,2011,26041,22876,3165,12.2
12121,2011,18870,17125,1745,9.2
12123,2011,9444,8493,951,10.1
12125,2011,5178,4754,424,8.2
12127,2011,237832,211132,26700,11.2
12129,2011,14604,13398,1206,8.3
12131,2011,26285,24050,2235,8.5
12133,2011,10412,9369,1043,10
13001,2011,8875,7778,1097,12.4
13003,2011,3495,3047,448,12.8
13005,2011,4508,4035,473,10.5
13007,2011,1172,1036,136,11.6
13009,2011,18617,16054,2563,13.8
13011,2011,8506,7720,786,9.2
13013,2011,34618,31174,3444,9.9
13015,2011,47746,42279,5467,11.5
13017,2011,6254,5279,975,15.6
13019,2011,7868,6886,982,12.5
13021,2011,71223,63035,8188,11.5
13023,2011,5492,4759,733,13.3
13025,2011,7463,6480,983,13.2
13027,2011,7066,6359,707,10
13029,2011,14722,13344,1378,9.4
13031,2011,33499,29978,3521,10.5
13033,2011,9953,8690,1263,12.7
13035,2011,10458,9270,1188,11.4
13037,2011,2522,2310,212,8.4
13039,2011,21154,19133,2021,9.6
13043,2011,5033,4549,484,9.6
13045,2011,51917,46021,5896,11.4
13047,2011,32062,29433,2629,8.2
13049,2011,4965,4437,528,10.6
13051,2011,129639,116650,12989,10
13053,2011,2369,2095,274,11.6
13055,2011,10578,9411,1167,11
13057,2011,113843,104542,9301,8.2
13059,2011,57177,51856,5321,9.3
13061,2011,1066,935,131,12.3
13063,2011,126983,109948,17035,13.4
13065,2011,2889,2572,317,11
13067,2011,384688,350725,33963,8.8
13069,2011,17605,15336,2269,12.9
13071,2011,21236,19217,2019,9.5
13073,2011,63320,58667,4653,7.3
13075,2011,7602,6746,856,11.3
13077,2011,65009,59123,5886,9.1
13079,2011,5807,5181,626,10.8
13081,2011,9203,7923,1280,13.9
13083,2011,8365,7697,668,8
13085,2011,10882,9779,1103,10.1
13087,2011,12066,10619,1447,12
13089,2011,366603,327936,38667,10.5
13091,2011,8292,7274,1018,12.3
13093,2011,4789,4164,625,13.1
13095,2011,41256,36235,5021,12.2
13097,2011,66989,59707,7282,10.9
13099,2011,4449,3938,511,11.5
13101,2011,1879,1727,152,8.1
13103,2011,25639,23251,2388,9.3
13105,2011,8796,7378,1418,16.1
13107,2011,9162,7944,1218,13.3
13109,2011,4809,4370,439,9.1
13111,2011,10273,9113,1160,11.3
13113,2011,53224,48960,4264,8
13115,2011,44852,39440,5412,12.1
13117,2011,91061,84314,6747,7.4
13119,2011,9751,8566,1185,12.2
13121,2011,498861,448034,50827,10.2
13123,2011,12372,10917,1455,11.8
13125,2011,1335,1193,142,10.6
13127,2011,38256,34267,3989,10.4
13129,2011,26267,23198,3069,11.7
13131,2011,10847,9817,1030,9.5
13133,2011,6379,5592,787,12.3
13135,2011,427145,389936,37209,8.7
13137,2011,18337,16411,1926,10.5
13139,2011,87726,79953,7773,8.9
13141,2011,2961,2375,586,19.8
13143,2011,12255,10833,1422,11.6
13145,2011,16399,15184,1215,7.4
13147,2011,11146,9898,1248,11.2
13149,2011,5169,4584,585,11.3
13151,2011,102687,92085,10602,10.3
13153,2011,68352,62512,5840,8.5
13155,2011,3541,3054,487,13.8
13157,2011,28906,26135,2771,9.6
13159,2011,6796,6047,749,11
13161,2011,6512,5692,820,12.6
13163,2011,7121,6177,944,13.3
13165,2011,3206,2746,460,14.3
13167,2011,4165,3703,462,11.1
13169,2011,13817,12544,1273,9.2
13171,2011,8116,7002,1114,13.7
13173,2011,3951,3536,415,10.5
13175,2011,20302,17493,2809,13.8
13177,2011,14330,13119,1211,8.5
13179,2011,27588,25015,2573,9.3
13181,2011,3636,3216,420,11.6
13183,2011,6375,5809,566,8.9
13185,2011,51359,46277,5082,9.9
13187,2011,14884,13429,1455,9.8
13189,2011,9405,8150,1255,13.3
13191,2011,6188,5530,658,10.6
13193,2011,5281,4550,731,13.8
13195,2011,13222,11885,1337,10.1
13197,2011,3681,3297,384,10.4
13199,2011,9244,8009,1235,13.4
13201,2011,2737,2486,251,9.2
13205,2011,9523,8568,955,10
13207,2011,12739,11503,1236,9.7
13209,2011,3913,3397,516,13.2
13211,2011,8639,7771,868,10
13213,2011,17062,14692,2370,13.9
13215,2011,82863,74559,8304,10
13217,2011,48399,42424,5975,12.3
13219,2011,16910,15727,1183,7
13221,2011,6999,6319,680,9.7
13223,2011,74316,67219,7097,9.5
13225,2011,12693,11189,1504,11.8
13227,2011,14063,12582,1481,10.5
13229,2011,8099,7236,863,10.7
13231,2011,8437,7577,860,10.2
13233,2011,18679,16532,2147,11.5
13235,2011,4486,4055,431,9.6
13237,2011,8667,7541,1126,13
13239,2011,979,879,100,10.2
13241,2011,7034,6163,871,12.4
13243,2011,2945,2569,376,12.8
13245,2011,88510,78559,9951,11.2
13247,2011,42258,37516,4742,11.2
13249,2011,2162,1914,248,11.5
13251,2011,5768,4857,911,15.8
13253,2011,3272,2860,412,12.6
13255,2011,28573,24569,4004,14
13257,2011,11743,10340,1403,11.9
13259,2011,2337,2108,229,9.8
13261,2011,13933,12183,1750,12.6
13263,2011,2918,2611,307,10.5
13265,2011,618,521,97,15.7
13267,2011,9874,9005,869,8.8
13269,2011,3179,2720,459,14.4
13271,2011,5282,4583,699,13.2
13273,2011,3850,3388,462,12
13275,2011,18338,16437,1901,10.4
13277,2011,18942,16652,2290,12.1
13279,2011,12433,10766,1667,13.4
13281,2011,4357,3811,546,12.5
13283,2011,2989,2592,397,13.3
