GEOID,year,force,employed,unemployed,rate
41055,2012,895,799,96,10.7
41057,2012,11169,10085,1084,9.7
41059,2012,36674,33354,3320,9.1
41061,2012,12211,11060,1151,9.4
41063,2012,3351,2966,385,11.5
41065,2012,13801,12639,1162,8.4
41067,2012,291013,270395,20618,7.1
41069,2012,781,727,54,6.9
41071,2012,50544,46248,4296,8.5
42001,2012,54757,51253,3504,6.4
42003,2012,653230,607825,45405,7
42005,2012,33904,31182,2722,8
42007,2012,86891,80348,6543,7.5
42009,2012,25078,22915,2163,8.6
42011,2012,211799,195566,16233,7.7
42013,2012,61849,57250,4599,7.4
42015,2012,32637,30393,2244,6.9
42017,2012,338749,314432,24317,7.2
42019,2012,97983,91690,6293,6.4
42021,2012,65983,60187,5796,8.8
42023,2012,2454,2202,252,10.3
42025,2012,32308,29076,3232,10
42027,2012,77567,73313,4254,5.5
42029,2012,272982,257629,15353,5.6
42031,2012,19002,17297,1705,9
42033,2012,38233,34658,3575,9.4
42035,2012,19462,17742,1720,8.8
42037,2012,35513,32551,2962,8.3
42039,2012,41985,38783,3202,7.6
42041,2012,125782,117992,7790,6.2
42043,2012,141155,130686,10469,7.4
42045,2012,289584,267294,22290,7.7
42047,2012,16887,15712,1175,7
42049,2012,137424,126709,10715,7.8
42051,2012,60257,54273,5984,9.9
42053,2012,2015,1817,198,9.8
42055,2012,76336,70983,5353,7
42057,2012,7442,6756,686,9.2
42059,2012,19075,17684,1391,7.3
42061,2012,20774,18711,2063,9.9
42063,2012,44758,41131,3627,8.1
42065,2012,21756,19946,1810,8.3
42067,2012,12048,11174,874,7.3
42069,2012,107642,98123,9519,8.8
42071,2012,269195,251661,17534,6.5
42073,2012,43331,39906,3425,7.9
42075,2012,70908,66177,4731,6.7
42077,2012,182830,167319,15511,8.5
42079,2012,160859,145107,15752,9.8
42081,2012,62753,57816,4937,7.9
42083,2012,20271,18571,1700,8.4
42085,2012,53940,49864,4076,7.6
42087,2012,21130,19302,1828,8.7
42089,2012,82408,74360,8048,9.8
42091,2012,435606,407910,27696,6.4
42093,2012,9444,8894,550,5.8
42095,2012,155392,142799,12593,8.1
42097,2012,45087,40981,4106,9.1
42099,2012,24659,22871,1788,7.3
42101,2012,699340,623262,76078,10.9
42103,2012,26007,23374,2633,10.1
42105,2012,7929,7206,723,9.1
42107,2012,70985,64079,6906,9.7
42109,2012,19836,18329,1507,7.6
42111,2012,36585,33344,3241,8.9
42113,2012,3102,2860,242,7.8
42115,2012,22508,20797,1711,7.6
42117,2012,21728,20072,1656,7.6
42119,2012,19130,17901,1229,6.4
42121,2012,26300,24284,2016,7.7
42123,2012,20589,19180,1409,6.8
42125,2012,107442,99720,7722,7.2
42127,2012,23119,21258,1861,8
42129,2012,187628,173806,13822,7.4
42131,2012,14394,13106,1288,8.9
42133,2012,233209,215917,17292,7.4
44001,2012,26197,23845,2352,9
44003,2012,92214,83043,9171,9.9
44005,2012,44228,40119,4109,9.3
44007,2012,325798,290149,35649,10.9
44009,2012,70052,63279,6773,9.7
45001,2012,10684,9549,1135,10.6
45003,2012,72956,66682,6274,8.6
45005,2012,3133,2603,530,16.9
45007,2012,85577,77998,7579,8.9
45009,2012,5800,4877,923,15.9
45011,2012,8959,7716,1243,13.9
45013,2012,65919,60939,4980,7.6
45015,2012,88403,80977,7426,8.4
45017,2012,6951,6173,778,11.2
45019,2012,186506,173166,13340,7.2
45021,2012,23751,20705,3046,12.8
45023,2012,14035,11961,2074,14.8
45025,2012,21047,18655,2392,11.4
45027,2012,13282,11578,1704,12.8
45029,2012,16455,14465,1990,12.1
45031,2012,30412,27048,3364,11.1
45033,2012,13203,11338,1865,14.1
45035,2012,68192,62864,5328,7.8
45037,2012,10643,9638,1005,9.4
45039,2012,10392,9039,1353,13
45041,2012,64973,58697,6276,9.7
45043,2012,24672,21718,2954,12
45045,2012,226950,210086,16864,7.4
45047,2012,32049,28798,3251,10.1
45049,2012,8421,7480,941,11.2
45051,2012,132681,118938,13743,10.4
45053,2012,10962,10033,929,8.5
45055,2012,28126,25448,2678,9.5
45057,2012,34350,30478,3872,11.3
45059,2012,30028,26938,3090,10.3
45061,2012,6728,5782,946,14.1
45063,2012,136586,127020,9566,7
45065,2012,3571,3150,421,11.8
45067,2012,13509,11361,2148,15.9
45069,2012,10799,8900,1899,17.6
45071,2012,18232,16622,1610,8.8
45073,2012,33388,30452,2936,8.8
45075,2012,39379,33761,5618,14.3
45077,2012,54754,49844,4910,9
45079,2012,189352,173861,15491,8.2
45081,2012,8595,7866,729,8.5
45083,2012,134781,122074,12707,9.4
45085,2012,44730,39963,4767,10.7
45087,2012,11963,10332,1631,13.6
45089,2012,12435,10471,1964,15.8
45091,2012,118566,107576,10990,9.3
46003,2012,1683,1633,50,3
46005,2012,9567,9234,333,3.5
46007,2012,1199,1118,81,6.8
46009,2012,3036,2917,119,3.9
46011,2012,17682,16990,692,3.9
46013,2012,20860,20115,745,3.6
46015,2012,2648,2552,96,3.6
46017,2012,746,674,72,9.7
46019,2012,4974,4742,232,4.7
46021,2012,860,829,31,3.6
46023,2012,4056,3855,201,5
46025,2012,1921,1838,83,4.3
46027,2012,7426,7142,284,3.8
46029,2012,15486,14884,602,3.9
46031,2012,1512,1391,121,8
46033,2012,4017,3801,216,5.4
46035,2012,11204,10830,374,3.3
46037,2012,2948,2778,170,5.8
46039,2012,2479,2332,147,5.9
46041,2012,2414,2027,387,16
46043,2012,1693,1636,57,3.4
46045,2012,2305,2236,69,3
46047,2012,3121,2943,178,5.7
46049,2012,1144,1098,46,4
46051,2012,4516,4317,199,4.4
46053,2012,2130,2037,93,4.4
46055,2012,1097,1062,35,3.2
46057,2012,3125,3002,123,3.9
46059,2012,1832,1776,56,3.1
46061,2012,1809,1725,84,4.6
46063,2012,807,777,30,3.7
46065,2012,9916,9588,328,3.3
46067,2012,3712,3583,129,3.5
46069,2012,765,738,27,3.5
46071,2012,1340,1246,94,7
46073,2012,1216,1178,38,3.1
46075,2012,626,602,24,3.8
46077,2012,2971,2865,106,3.6
46079,2012,6263,5997,266,4.2
46081,2012,12643,12075,568,4.5
46083,2012,27813,26913,900,3.2
46085,2012,1879,1768,111,5.9
46087,2012,3169,3049,120,3.8
46089,2012,1144,1091,53,4.6
46091,2012,2499,2379,120,4.8
46093,2012,13173,12595,578,4.4
46095,2012,856,789,67,7.8
46097,2012,1260,1214,46,3.7
46099,2012,100905,96904,4001,4
46101,2012,4004,3785,219,5.5
46102,2012,3756,3221,535,14.2
46103,2012,53290,50948,2342,4.4
46105,2012,1533,1472,61,4
46107,2012,1210,1161,49,4
46109,2012,4922,4640,282,5.7
46111,2012,1295,1250,45,3.5
46115,2012,3397,3258,139,4.1
46117,2012,1858,1802,56,3
46119,2012,880,853,27,3.1
46121,2012,3230,2917,313,9.7
46123,2012,3145,3028,117,3.7
46125,2012,4730,4565,165,3.5
46127,2012,7803,7432,371,4.8
46129,2012,2325,2182,143,6.2
46135,2012,11567,11142,425,3.7
46137,2012,1055,982,73,6.9
47001,2012,34512,31781,2731,7.9
47003,2012,20297,18313,1984,9.8
47005,2012,6963,6280,683,9.8
47007,2012,4309,3862,447,10.4
47009,2012,60433,56162,4271,7.1
47011,2012,48773,45184,3589,7.4
47013,2012,15736,13996,1740,11.1
47015,2012,6029,5517,512,8.5
47017,2012,13384,11920,1464,10.9
47019,2012,25500,23225,2275,8.9
47021,2012,20176,18721,1455,7.2
47023,2012,8376,7720,656,7.8
47025,2012,13333,12019,1314,9.9
47027,2012,3321,2989,332,10
47029,2012,15470,13697,1773,11.5
47031,2012,24650,22623,2027,8.2
47033,2012,7215,6554,661,9.2
47035,2012,23834,21689,2145,9
47037,2012,353385,331459,21926,6.2
47039,2012,5214,4676,538,10.3
47041,2012,8043,7272,771,9.6
47043,2012,24197,22185,2012,8.3
47045,2012,17486,15564,1922,11
47047,2012,18417,16858,1559,8.5
47049,2012,7474,6746,728,9.7
47051,2012,19475,17961,1514,7.8
47053,2012,22887,20532,2355,10.3
47055,2012,14038,12856,1182,8.4
47057,2012,9686,8690,996,10.3
47059,2012,30080,27025,3055,10.2
47061,2012,5532,4976,556,10.1
47063,2012,27603,25007,2596,9.4
47065,2012,171034,159238,11796,6.9
47067,2012,2257,1991,266,11.8
47069,2012,9999,8909,1090,10.9
47071,2012,11148,10027,1121,10.1
47073,2012,25096,22883,2213,8.8
47075,2012,8229,7279,950,11.5
47077,2012,13206,11930,1276,9.7
47079,2012,14296,12950,1346,9.4
47081,2012,10652,9707,945,8.9
47083,2012,3519,3126,393,11.2
47085,2012,8660,7837,823,9.5
47087,2012,4588,4108,480,10.5
47089,2012,24000,21752,2248,9.4
47091,2012,7353,6658,695,9.5
47093,2012,230959,216796,14163,6.1
47095,2012,2208,1978,230,10.4
47097,2012,10525,9377,1148,10.9
47099,2012,18710,16927,1783,9.5
47101,2012,5046,4501,545,10.8
47103,2012,15595,14645,950,6.1
47105,2012,22335,20646,1689,7.6
47107,2012,23623,21462,2161,9.1
47109,2012,9768,8766,1002,10.3
47111,2012,10139,9299,840,8.3
47113,2012,48531,44585,3946,8.1
47115,2012,12282,11163,1119,9.1
47117,2012,14300,12959,1341,9.4
47119,2012,40673,37487,3186,7.8
47121,2012,5063,4541,522,10.3
47123,2012,19478,17540,1938,9.9
47125,2012,78041,72126,5915,7.6
47127,2012,3395,3198,197,5.8
47129,2012,8325,7472,853,10.2
47131,2012,14349,12422,1927,13.4
47133,2012,9738,8870,868,8.9
47135,2012,3115,2811,304,9.8
47137,2012,2448,2218,230,9.4
47139,2012,7486,6752,734,9.8
47141,2012,32924,30279,2645,8
47143,2012,13503,12120,1383,10.2
47145,2012,23894,21834,2060,8.6
47147,2012,33744,31371,2373,7
47149,2012,145170,135724,9446,6.5
47151,2012,8774,7411,1363,15.5
47153,2012,5960,5460,500,8.4
47155,2012,49488,45160,4328,8.7
47157,2012,446126,407723,38403,8.6
47159,2012,8670,7963,707,8.2
47161,2012,5542,4931,611,11
47163,2012,72944,67447,5497,7.5
47165,2012,85031,79493,5538,6.5
47167,2012,28320,25811,2509,8.9
47169,2012,3684,3366,318,8.6
47171,2012,7710,6916,794,10.3
47173,2012,7627,6907,720,9.4
47175,2012,2245,1987,258,11.5
47177,2012,17498,15964,1534,8.8
47179,2012,60304,56033,4271,7.1
47181,2012,6662,6031,631,9.5
47183,2012,16946,15094,1852,10.9
47185,2012,12213,11020,1193,9.8
47187,2012,99015,94106,4909,5
47189,2012,60691,56806,3885,6.4
48001,2012,22391,20974,1417,6.3
48003,2012,8544,8203,341,4
48005,2012,37870,35257,2613,6.9
48007,2012,9944,9251,693,7
48009,2012,4370,4131,239,5.5
48011,2012,1027,981,46,4.5
48013,2012,20072,18719,1353,6.7
48015,2012,14093,13192,901,6.4
48017,2012,3183,2963,220,6.9
48019,2012,9128,8530,598,6.6
48021,2012,35304,32944,2360,6.7
48023,2012,1866,1771,95,5.1
48025,2012,10853,10090,763,7
48027,2012,134133,124194,9939,7.4
48029,2012,840497,787214,53283,6.3
48031,2012,5493,5210,283,5.2
48033,2012,419,401,18,4.3
48035,2012,8191,7599,592,7.2
48037,2012,41556,38465,3091,7.4
48039,2012,161209,150457,10752,6.7
48041,2012,99833,94566,5267,5.3
48043,2012,4563,4331,232,5.1
48045,2012,643,608,35,5.4
48047,2012,2721,2484,237,8.7
48049,2012,16071,14981,1090,6.8
48051,2012,7666,7184,482,6.3
48053,2012,20426,19209,1217,6
48055,2012,16844,15636,1208,7.2
48057,2012,10423,9658,765,7.3
48059,2012,5933,5572,361,6.1
48061,2012,166314,149171,17143,10.3
48063,2012,5505,5064,441,8
48065,2012,3291,3141,150,4.6
48067,2012,12827,11650,1177,9.2
48069,2012,4060,3882,178,4.4
48071,2012,17150,15771,1379,8
48073,2012,21979,20388,1591,7.2
48075,2012,2969,2838,131,4.4
48077,2012,5319,5021,298,5.6
48079,2012,1447,1338,109,7.5
48081,2012,1473,1398,75,5.1
48083,2012,3316,3067,249,7.5
48085,2012,446733,420419,26314,5.9
48087,2012,1248,1186,62,5
48089,2012,10184,9536,648,6.4
48091,2012,55918,52535,3383,6
48093,2012,5790,5421,369,6.4
48095,2012,1512,1448,64,4.2
48097,2012,20693,19653,1040,5
48099,2012,25396,23528,1868,7.4
48101,2012,666,616,50,7.5
48103,2012,2060,1960,100,4.9
48105,2012,1774,1685,89,5
48107,2012,2911,2702,209,7.2
48109,2012,989,929,60,6.1
48111,2012,4021,3873,148,3.7
48113,2012,1223343,1136230,87113,7.1
48115,2012,5080,4754,326,6.4
48117,2012,9325,8887,438,4.7
48119,2012,2625,2448,177,6.7
48121,2012,388543,366353,22190,5.7
48123,2012,9741,9275,466,4.8
48125,2012,833,744,89,10.7
48127,2012,5764,5428,336,5.8
48129,2012,1710,1609,101,5.9
48131,2012,5431,5050,381,7
48133,2012,8267,7716,551,6.7
48135,2012,77060,73523,3537,4.6
48137,2012,926,867,59,6.4
48139,2012,76794,71601,5193,6.8
48141,2012,347513,317841,29672,8.5
48143,2012,20056,18941,1115,5.6
48145,2012,6917,6410,507,7.3
48147,2012,15068,14004,1064,7.1
48149,2012,12525,11919,606,4.8
48151,2012,1908,1805,103,5.4
48153,2012,3198,2992,206,6.4
48155,2012,622,586,36,5.8
48157,2012,319114,300119,18995,6
48159,2012,4630,4288,342,7.4
48161,2012,8062,7519,543,6.7
48163,2012,8673,8236,437,5
48165,2012,8785,8412,373,4.2
48167,2012,153148,141451,11697,7.6
48169,2012,2196,2087,109,5
48171,2012,12331,11752,579,4.7
48173,2012,763,732,31,4.1
48175,2012,3480,3289,191,5.5
48177,2012,9457,8977,480,5.1
48179,2012,9699,9155,544,5.6
48181,2012,60023,55913,4110,6.8
48183,2012,61643,57824,3819,6.2
48185,2012,11814,11054,760,6.4
48187,2012,68312,64435,3877,5.7
48189,2012,15861,14764,1097,6.9
48191,2012,1343,1239,104,7.7
48193,2012,3750,3532,218,5.8
48195,2012,3055,2951,104,3.4
48197,2012,1763,1659,104,5.9
48199,2012,25880,23700,2180,8.4
48201,2012,2156942,2013828,143114,6.6
48203,2012,31972,29608,2364,7.4
48205,2012,2903,2806,97,3.3
48207,2012,2775,2627,148,5.3
48209,2012,85818,80810,5008,5.8
48211,2012,2547,2473,74,2.9
48213,2012,34547,31932,2615,7.6
48215,2012,328096,293300,34796,10.6
48217,2012,15805,14711,1094,6.9
48219,2012,11790,11167,623,5.3
48221,2012,23783,22233,1550,6.5
48223,2012,17087,15981,1106,6.5
48225,2012,10081,9366,715,7.1
48227,2012,13403,12651,752,5.6
48229,2012,1326,1227,99,7.5
48231,2012,38424,35243,3181,8.3
48233,2012,9828,9190,638,6.5
48235,2012,852,813,39,4.6
48237,2012,3804,3585,219,5.8
48239,2012,7438,7057,381,5.1
48241,2012,14917,13329,1588,10.6
48243,2012,1215,1156,59,4.9
48245,2012,113611,101055,12556,11.1
48247,2012,2351,2196,155,6.6
48249,2012,20652,19378,1274,6.2
48251,2012,73166,68305,4861,6.6
48253,2012,5905,5480,425,7.2
48255,2012,5288,4966,322,6.1
48257,2012,51625,48037,3588,7
48259,2012,17476,16531,945,5.4
48261,2012,254,241,13,5.1
48263,2012,553,531,22,4
48265,2012,21698,20432,1266,5.8
48267,2012,2189,2082,107,4.9
48269,2012,247,236,11,4.5
48271,2012,1263,1152,111,8.8
48273,2012,15418,14358,1060,6.9
48275,2012,1817,1722,95,5.2
48277,2012,22646,20561,2085,9.2
48279,2012,6466,5951,515,8
48281,2012,9092,8445,647,7.1
48283,2012,3670,3507,163,4.4
48285,2012,9482,9024,458,4.8
48287,2012,9138,8645,493,5.4
48289,2012,6955,6442,513,7.4
48291,2012,30881,27924,2957,9.6
48293,2012,9606,8945,661,6.9
48295,2012,1758,1690,68,3.9
48297,2012,5768,5505,263,4.6
48299,2012,8067,7519,548,6.8
48301,2012,67,63,4,6
48303,2012,145628,137841,7787,5.3
48305,2012,2953,2775,178,6
48307,2012,4402,4165,237,5.4
48309,2012,112372,104910,7462,6.6
48311,2012,745,727,18,2.4
48313,2012,4654,4325,329,7.1
48315,2012,4351,3954,397,9.1
48317,2012,2416,2307,109,4.5
48319,2012,1970,1867,103,5.2
48321,2012,17106,15374,1732,10.1
48323,2012,23373,20445,2928,12.5
48325,2012,20208,18884,1324,6.6
48327,2012,972,911,61,6.3
48329,2012,82219,79026,3193,3.9
48331,2012,10280,9398,882,8.6
48333,2012,2101,1987,114,5.4
48335,2012,2878,2706,172,6
48337,2012,9852,9319,533,5.4
48339,2012,239219,225006,14213,5.9
48341,2012,11589,11088,501,4.3
48343,2012,5837,5268,569,9.7
48345,2012,522,491,31,5.9
48347,2012,29573,27609,1964,6.6
48349,2012,23250,21561,1689,7.3
48351,2012,5805,5163,642,11.1
48353,2012,7092,6672,420,5.9
48355,2012,167030,156062,10968,6.6
48357,2012,5320,5115,205,3.9
48359,2012,951,910,41,4.3
48361,2012,38882,34818,4064,10.5
48363,2012,13418,12514,904,6.7
48365,2012,12322,11477,845,6.9
48367,2012,57922,54485,3437,5.9
48369,2012,5006,4800,206,4.1
48371,2012,6993,6635,358,5.1
48373,2012,17542,16136,1406,8
48375,2012,58335,55218,3117,5.3
48377,2012,3827,3319,508,13.3
48379,2012,5232,4866,366,7
48381,2012,68125,65112,3013,4.4
48383,2012,2078,2007,71,3.4
48385,2012,1067,967,100,9.4
48387,2012,5263,4700,563,10.7
48389,2012,5345,4984,361,6.8
48391,2012,3509,3298,211,6
48393,2012,472,448,24,5.1
48395,2012,7290,6704,586,8
48397,2012,41195,38649,2546,6.2
48399,2012,5061,4781,280,5.5
48401,2012,24590,23046,1544,6.3
48403,2012,3388,2895,493,14.6
48405,2012,3027,2660,367,12.1
48407,2012,11474,10529,945,8.2
48409,2012,30435,28129,2306,7.6
48411,2012,2295,2152,143,6.2
48413,2012,1781,1710,71,4
48415,2012,8118,7755,363,4.5
48417,2012,2214,2136,78,3.5
48419,2012,12126,11246,880,7.3
48421,2012,1504,1441,63,4.2
48423,2012,101770,94614,7156,7
48425,2012,4143,3869,274,6.6
48427,2012,26036,22252,3784,14.5
48429,2012,4384,4124,260,5.9
48431,2012,720,695,25,3.5
48433,2012,748,715,33,4.4
48435,2012,2012,1917,95,4.7
48437,2012,3050,2869,181,5.9
48439,2012,966259,903315,62944,6.5
48441,2012,64485,60834,3651,5.7
48443,2012,549,523,26,4.7
48445,2012,5666,5295,371,6.5
48447,2012,830,786,44,5.3
48449,2012,13267,12272,995,7.5
48451,2012,53790,50921,2869,5.3
48453,2012,612264,578608,33656,5.5
48455,2012,5574,5118,456,8.2
48457,2012,7580,6770,810,10.7
48459,2012,18727,17465,1262,6.7
48461,2012,1591,1527,64,4
48463,2012,11952,11004,948,7.9
48465,2012,20013,18489,1524,7.6
48467,2012,23620,21982,1638,6.9
48469,2012,45250,42723,2527,5.6
48471,2012,23153,21545,1608,6.9
48473,2012,20499,19065,1434,7
48475,2012,5356,5098,258,4.8
48477,2012,15646,14766,880,5.6
48479,2012,109145,102072,7073,6.5
48481,2012,21437,19987,1450,6.8
48483,2012,2895,2769,126,4.4
48485,2012,58468,54914,3554,6.1
48487,2012,5924,5568,356,6
48489,2012,7428,6254,1174,15.8
48491,2012,237421,223585,13836,5.8
48493,2012,21732,20528,1204,5.5
48495,2012,3186,3006,180,5.6
48497,2012,28255,26432,1823,6.5
48499,2012,16735,15420,1315,7.9
48501,2012,4336,4162,174,4
48503,2012,8570,8081,489,5.7
48505,2012,6819,6387,432,6.3
48507,2012,4390,3797,593,13.5
49001,2012,2902,2725,177,6.1
49003,2012,22948,21626,1322,5.8
49005,2012,56972,54422,2550,4.5
49007,2012,9263,8610,653,7
49009,2012,436,414,22,5
49011,2012,148630,141372,7258,4.9
49013,2012,9150,8720,430,4.7
49015,2012,4746,4405,341,7.2
49017,2012,2857,2586,271,9.5
49019,2012,5409,4954,455,8.4
49021,2012,19470,18140,1330,6.8
49023,2012,4625,4343,282,6.1
49025,2012,3462,3232,230,6.6
49027,2012,5938,5661,277,4.7
49029,2012,4333,4120,213,4.9
49031,2012,492,451,41,8.3
49033,2012,946,896,50,5.3
49035,2012,556484,527250,29234,5.3
49037,2012,5695,5193,502,8.8
49039,2012,11253,10532,721,6.4
49041,2012,9421,8844,577,6.1
49043,2012,21523,20463,1060,4.9
49045,2012,27746,26087,1659,6
49047,2012,15981,15271,710,4.4
49049,2012,238745,226892,11853,5
49051,2012,11651,10981,670,5.8
49053,2012,57216,53281,3935,6.9
49055,2012,1355,1209,146,10.8
49057,2012,113321,106127,7194,6.3
50001,2012,20868,19926,942,4.5
50003,2012,19663,18506,1157,5.9
50005,2012,16137,15130,1007,6.2
50007,2012,95835,92217,3618,3.8
50009,2012,2933,2697,236,8
50011,2012,27854,26607,1247,4.5
50013,2012,4132,3909,223,5.4
50015,2012,14041,13148,893,6.4
50017,2012,16450,15676,774,4.7
50019,2012,14120,13028,1092,7.7
50021,2012,32799,30755,2044,6.2
50023,2012,34630,32998,1632,4.7
50025,2012,24668,23393,1275,5.2
50027,2012,30725,29295,1430,4.7
51001,2012,16419,15126,1293,7.9
51003,2012,52640,49887,2753,5.2
51005,2012,7802,7249,553,7.1
51007,2012,6219,5813,406,6.5
51009,2012,16069,14993,1076,6.7
51011,2012,7222,6685,537,7.4
51013,2012,144012,139012,5000,3.5
51015,2012,37041,34897,2144,5.8
51017,2012,2587,2436,151,5.8
51019,2012,38326,36038,2288,6
51021,2012,2876,2674,202,7
51023,2012,17727,16756,971,5.5
51025,2012,6732,6052,680,10.1
51027,2012,8589,7807,782,9.1
51029,2012,6474,5922,552,8.5
51031,2012,27088,25336,1752,6.5
51033,2012,14504,13373,1131,7.8
51035,2012,13494,12343,1151,8.5
51036,2012,3854,3552,302,7.8
51037,2012,5365,4898,467,8.7
51041,2012,172990,162433,10557,6.1
51043,2012,7737,7332,405,5.2
51045,2012,2465,2292,173,7
51047,2012,23362,22034,1328,5.7
51049,2012,4528,4205,323,7.1
51051,2012,5217,4661,556,10.7
51053,2012,13637,12603,1034,7.6
51057,2012,5742,5321,421,7.3
51059,2012,623843,595687,28156,4.5
51061,2012,36022,34169,1853,5.1
51063,2012,8378,7903,475,5.7
51065,2012,13178,12486,692,5.3
51067,2012,27427,25623,1804,6.6
51069,2012,43479,40967,2512,5.8
51071,2012,8242,7643,599,7.3
51073,2012,19375,18282,1093,5.6
51075,2012,10281,9707,574,5.6
51077,2012,7000,6330,670,9.6
51079,2012,9800,9256,544,5.6
51081,2012,4468,4083,385,8.6
51083,2012,16051,14528,1523,9.5
51085,2012,55152,52111,3041,5.5
51087,2012,172595,162158,10437,6
51089,2012,22753,20351,2402,10.6
51091,2012,1461,1390,71,4.9
51093,2012,18766,17578,1188,6.3
51095,2012,32988,31101,1887,5.7
51097,2012,3673,3430,243,6.6
51099,2012,11735,10974,761,6.5
51101,2012,8686,8137,549,6.3
51103,2012,5522,5082,440,8
51105,2012,9794,8985,809,8.3
51107,2012,186073,177798,8275,4.4
51109,2012,17965,16845,1120,6.2
51111,2012,5385,4978,407,7.6
51113,2012,7261,6912,349,4.8
51115,2012,4176,3938,238,5.7
51117,2012,13540,12263,1277,9.4
51119,2012,5136,4824,312,6.1
51121,2012,49165,46242,2923,5.9
51125,2012,7465,7030,435,5.8
51127,2012,10615,10023,592,5.6
51131,2012,6198,5624,574,9.3
51133,2012,5893,5412,481,8.2
51135,2012,6879,6441,438,6.4
51137,2012,15878,14817,1061,6.7
51139,2012,12202,10957,1245,10.2
51141,2012,7985,7256,729,9.1
51143,2012,30740,28350,2390,7.8
51145,2012,13559,12794,765,5.6
51147,2012,10285,9411,874,8.5
51149,2012,14664,13577,1087,7.4
51153,2012,228830,216748,12082,5.3
51155,2012,16887,15631,1256,7.4
51157,2012,3963,3748,215,5.4
51159,2012,3926,3675,251,6.4
51161,2012,49569,46975,2594,5.2
51163,2012,10768,10112,656,6.1
51165,2012,40874,38557,2317,5.7
51167,2012,11782,10762,1020,8.7
51169,2012,10087,9326,761,7.5
51171,2012,20834,19508,1326,6.4
51173,2012,13516,12221,1295,9.6
51175,2012,9494,8898,596,6.3
51177,2012,64141,60232,3909,6.1
51179,2012,65515,61724,3791,5.8
51181,2012,3690,3402,288,7.8
51183,2012,4277,3861,416,9.7
51185,2012,17974,16489,1485,8.3
51187,2012,20060,18716,1344,6.7
51191,2012,27772,25902,1870,6.7
51193,2012,9152,8487,665,7.3
51195,2012,16013,14583,1430,8.9
51197,2012,14125,13031,1094,7.7
51199,2012,31718,29883,1835,5.8
51510,2012,93257,89443,3814,4.1
51520,2012,8003,7419,584,7.3
51530,2012,3263,3005,258,7.9
51540,2012,23430,22230,1200,5.1
51550,2012,115188,107798,7390,6.4
51570,2012,8617,8018,599,7
51580,2012,2644,2407,237,9
51590,2012,19971,17906,2065,10.3
51595,2012,2471,2210,261,10.6
51600,2012,12933,12376,557,4.3
51610,2012,7728,7419,309,4
51620,2012,3729,3357,372,10
51630,2012,13600,12641,959,7.1
51640,2012,3058,2787,271,8.9
51650,2012,65983,60542,5441,8.2
51660,2012,24127,22350,1777,7.4
51670,2012,9742,8762,980,10.1
51678,2012,2284,2084,200,8.8
51680,2012,35600,32940,2660,7.5
51683,2012,21926,20699,1227,5.6
51685,2012,8754,8291,463,5.3
51690,2012,5746,5010,736,12.8
51700,2012,90033,83286,6747,7.5
51710,2012,112848,104251,8597,7.6
51720,2012,1994,1841,153,7.7
51730,2012,13623,11995,1628,12
51735,2012,6361,6017,344,5.4
51740,2012,45724,41698,4026,8.8
51750,2012,8109,7465,644,7.9
51760,2012,109323,101135,8188,7.5
51770,2012,49653,46074,3579,7.2
51775,2012,12915,12148,767,5.9
51790,2012,11825,11066,759,6.4
51800,2012,41803,38869,2934,7
51810,2012,229035,215892,13143,5.7
51820,2012,10041,9335,706,7
51830,2012,6845,6274,571,8.3
51840,2012,14246,13294,952,6.7
53001,2012,8230,7482,748,9.1
53003,2012,9763,9003,760,7.8
53005,2012,92041,83467,8574,9.3
53007,2012,41395,38084,3311,8
53009,2012,28153,25210,2943,10.5
53011,2012,209404,189704,19700,9.4
53013,2012,1821,1670,151,8.3
53015,2012,44553,39791,4762,10.7
53017,2012,19262,17512,1750,9.1
53019,2012,2444,2061,383,15.7
53021,2012,39167,35366,3801,9.7
53023,2012,1020,942,78,7.6
53025,2012,43914,39740,4174,9.5
53027,2012,28876,25129,3747,13
53029,2012,32528,29879,2649,8.1
53031,2012,11930,10740,1190,10
53033,2012,1122834,1051837,70997,6.3
53035,2012,116110,106945,9165,7.9
53037,2012,20583,18773,1810,8.8
53039,2012,9939,8921,1018,10.2
53041,2012,32233,28372,3861,12
53043,2012,5245,4863,382,7.3
53045,2012,23551,20983,2568,10.9
53047,2012,21146,19140,2006,9.5
53049,2012,8193,7206,987,12
53051,2012,4813,4199,614,12.8
53053,2012,386969,350908,36061,9.3
53055,2012,8105,7584,521,6.4
53057,2012,57112,51599,5513,9.7
53059,2012,5033,4502,531,10.6
53061,2012,385500,356761,28739,7.5
53063,2012,230421,209506,20915,9.1
53065,2012,18222,16079,2143,11.8
53067,2012,123207,112813,10394,8.4
53069,2012,1376,1201,175,12.7
53071,2012,29564,27361,2203,7.5
53073,2012,103136,94735,8401,8.1
53075,2012,22415,20940,1475,6.6
53077,2012,121082,108267,12815,10.6
54001,2012,6728,6168,560,8.3
54003,2012,52263,48774,3489,6.7
54005,2012,8921,7994,927,10.4
54007,2012,5411,4826,585,10.8
54009,2012,10649,9718,931,8.7
54011,2012,43037,40228,2809,6.5
54013,2012,2843,2527,316,11.1
54015,2012,3530,3105,425,12
54017,2012,3405,3190,215,6.3
54019,2012,17576,16054,1522,8.7
54021,2012,2771,2555,216,7.8
