GEOID,d_trump,d_trump3,d_clinton,d_clinton3
19021,175866.0288533296,151216.4886901039,105368.07414114139,218530.4404373017
29103,202741.64182715575,206650.51796934337,204351.12358306922,207090.04300573867
38045,666582.0593512296,500409.5084331759,449557.97223741293,693279.5871819776
41043,1119070.6775838349,531395.0613606166,387838.1310217406,1258745.0907727017
48303,577049.2509668748,528273.9104304096,466249.0564756848,666903.928798079
13083,492895.2773799311,310157.24402528646,275959.3872508226,583360.2946786978
31059,347789.930811208,238275.43094987827,163194.2015251945,374538.2933053239
48165,642018.5491703235,545614.933969355,446709.2519809812,751901.9022585024
23029,383939.73996386887,192589.52626521487,94315.89354544718,684321.5671403466
28071,628698.2731753018,405167.24413774034,238254.51849506728,785849.4164211295
31137,469395.5550194917,361409.51801597996,305351.0121240095,486440.55918857123
48415,677380.3570173276,557959.53704527,414289.39655707375,748751.6017492994
40129,390721.4432138128,432833.0171109542,387196.186083403,520448.9698851863
05119,391727.0645699081,376757.5458614728,339154.9187662875,644825.3660207596
39163,248605.39776527,108257.70300903122,92112.23563689814,283646.0719957268
20143,292148.5941310604,275618.5061375342,264295.36030908494,386623.52805143717
19041,205593.30260009176,176505.51714180314,121020.94432134506,242521.19634591482
55019,319807.2529391132,161618.61545749946,70415.48554422155,391975.09666972427
19049,31553.9264344183,74108.49810126817,24673.932677182176,89122.87809940864
19143,255166.56813653387,202386.3292123298,117181.56865655929,291692.02434263076
51036,224646.82892929806,133480.45149320381,98366.52472804367,255245.31369694817
12013,380718.0571676195,120306.77628787121,68442.66585607333,401021.1144735659
20113,231395.08882369773,242607.44843506813,223153.58722833017,404819.11780280573
31001,419405.6227815228,296335.11276938976,232134.50269053603,434487.5857377152
55077,276215.78412227234,124520.42170197848,110345.39862482414,333869.6089252756
08057,153599.0334644967,133938.75527980574,116255.75937148755,456105.62491490965
28009,628502.2350843668,448377.06139736995,295372.3969130223,758053.7466252719
53053,1341989.754771282,609683.6821146703,105382.51557069873,1428345.36592582
05099,432615.77631371695,400324.3714405305,328525.2256913007,735395.082113533
17073,143848.16874215458,110386.67589493147,41266.40121301563,243270.6874068934
48195,363124.1776521951,396478.1534663176,362391.3386350878,459733.2496483655
56007,269301.32296042796,238251.38934379825,213903.92870126615,544757.5880884221
13089,445739.1049027997,281148.43353930564,240838.8467447013,518881.4247277386
18117,498098.13655999285,229300.66855504378,182248.14209212246,531497.0405335213
29121,213378.70186313996,212014.23620599753,196615.50935677387,227696.71827592523
48417,587201.4030619432,497475.2226733111,317394.1510215991,766693.0995975093
27165,277203.7287727289,210756.5140767373,148611.45696008386,295732.1214305641
19165,135268.50546826338,108528.76033924804,69665.95204306742,192676.28917580703
47075,588787.4506434293,513142.54919335444,375758.80037995114,700117.681169223
20073,107036.44900703059,131908.6333149065,99269.22354470145,348252.36855331593
47129,391612.4949523989,215289.9839763972,196783.41966696188,490663.7678342584
20059,173623.88372746593,140003.4969136111,76461.34740411688,300986.60955583845
06017,554070.3754956772,252624.03023359587,101080.34845056351,695368.9371691613
27117,343108.7436528708,247520.15584876455,171096.56826951524,376459.21699414426
29055,394083.5221628183,365402.54275538627,303810.6691685026,430013.3958164899
18063,361494.90295834315,216753.95320586683,186881.83150738062,421997.78753321565
48247,1149057.6421917398,844200.406896814,374680.4169859883,1322525.9689481258
17025,448231.84340582695,369385.18706131115,344478.5658914537,501073.9559365926
31085,333317.00450099516,324285.15196566493,306445.3287602337,446278.63261438976
31139,331593.93433552585,202768.0294172131,101577.5840856086,385785.67173335986
39069,141665.04225136846,52694.6337394869,45060.766218987694,243533.16627748692
39083,202568.67490763604,74458.19957913394,55793.45961211633,211297.02738641962
06057,602935.4986821775,258898.81276354057,85885.84276028315,745048.661134141
06031,416081.8507465777,392988.33089882054,382222.04354602285,537827.6204349644
16049,1081229.164828233,717200.1555887054,566686.7189904371,1084302.4000269047
20101,361776.6325915711,368009.89535239874,359215.04921327234,406991.2155243724
38079,932793.1979401037,729307.100916184,665274.7368497506,953604.6974792687
20171,323768.75441374944,330190.79590076604,321196.299731097,394748.0252974549
20179,381307.4386099252,375590.7789562909,371718.03442987084,418196.00746061385
55025,220160.63705453667,132321.99399418122,95389.75107273489,296659.6926651057
22027,529236.4328819008,439552.9985588102,270045.24887044984,830948.0310306317
29015,249251.18985983473,211669.1532371893,134440.61722526097,329097.1488115569
36049,330046.47259052115,272670.60429250833,265906.03068445757,395299.60569539724
48031,797726.923960192,557704.9665603238,74884.83696644242,1024924.8577981403
29035,412897.12620560196,406610.3379146474,388145.48934048484,515043.6465380283
51830,237816.54111989445,135017.06553273142,68912.20147767755,269228.6784615188
51650,245154.52180885628,131558.325293262,32044.357942740466,278494.77230493876
48115,661816.3532124172,551348.3039162643,491680.08163209376,747904.4048927368
30029,1191662.6774168834,926541.8614423892,613202.0495835176,1299477.5905943376
51735,250675.64399637387,134444.2826064953,39470.100401826465,279376.00540168164
48033,680003.3805860457,557813.0870110805,451938.91555445193,747371.5565115453
20189,313405.3365817789,339038.79942656594,311904.0407085824,413563.41933005943
30053,1280151.0222695747,882601.3477104356,513082.4431432711,1346599.6410940946
36003,258728.6968312291,195237.8647520225,169090.71667840923,289826.9283737226
13125,388321.5006931041,261894.45379073708,245781.90375944582,436715.01869340404
22059,678492.2054496083,394067.91315406025,199480.81835859796,906131.3387967425
46017,527862.2435931481,395438.3240488423,287233.06284457113,572140.5209158079
48251,544246.5476694389,441589.2238301654,233216.43209242646,847269.636004147
17087,557724.3707097569,463868.15803862025,421289.6542540722,588592.1831899186
48311,1005886.864027401,718781.522194237,233973.0968935424,1211689.7403833023
20099,34848.194832803194,94175.23652451934,34952.36286944714,352330.4760104163
13067,460928.85637137084,292751.63339487015,249124.4973904386,538385.4217337292
28133,596294.8609611334,367838.35738555697,150299.1910588643,820362.8520619698
28127,774790.8515529194,220905.62606843997,49218.26123939051,818861.7308933611
51840,208164.15659397727,73091.27740839258,48895.64952405362,230578.84358836457
55015,224886.34124785505,61191.15630753942,51305.91958911851,350341.84064295364
18043,511648.6520954315,197449.64624717092,148957.132343389,528603.6421215289
27133,313319.6026225406,227320.34312425356,132406.02515028082,350434.5995978282
51710,242784.19279389153,127977.52616298094,11686.211572991842,282069.73789285234
21173,386199.2811383902,151370.4560823636,129882.24546050503,416042.31165306666
27149,483034.438508381,313941.499091885,231511.3473598725,501174.22850953706
31109,266243.97426148166,179046.19730341103,83464.01817615672,321483.19585357636
51720,228651.99909056813,126387.28927246066,61345.879537926,329000.870276635
55137,298589.1711643306,111766.21633958392,107815.91997526263,354646.5086021091
27161,271531.36139468814,185288.44167271725,99154.84852167868,274613.28198048467
19185,95380.72624823746,132505.18972906904,98488.16380306514,130253.64748713655
01079,660480.1552176157,417750.76744875,362506.89998389117,750409.75770196
13201,418735.8704465062,165062.90653609036,92826.71290007597,433336.1792770891
19055,60800.18673178022,81945.62836755859,60273.03564152155,162217.7955724187
27101,320012.55378420546,237424.696654633,178217.0706679812,349772.7980319483
48133,601359.9972104153,485976.0644092467,253749.6328799995,814590.6517626079
48507,988312.9083366349,730276.4173072062,260772.35213173187,1129606.1576840598
48375,400540.72806810756,428247.3126304125,400638.7193039213,515973.68227228173
26111,143027.63851600687,121489.88448456042,109856.19502054088,277255.2095424254
21147,381545.494323323,220535.42472087758,214094.48899870177,482495.34643854486
13171,491059.0994550965,302073.44004503795,288466.01749898336,554394.0747960595
17111,220884.3521748354,131622.51538581218,81227.15922223197,307121.04656119936
18085,192673.59667748187,189967.51887000393,187327.87636493056,314159.19005450443
05031,465214.5230920553,444751.06636710576,396858.3720829496,616845.9839303363
48013,947109.1578744681,669695.5984031525,178383.3698177705,1161502.997027845
08121,144851.25095045194,144484.1458029993,135606.4617483873,368054.651917041
13227,422546.8020591209,251197.52945887687,205433.10789960378,505955.60256844293
55117,186027.8734316854,71443.03831052023,45090.344550871356,323851.43578690663
38031,772206.2045000739,583912.3772401127,522950.64469074964,795141.890416979
04005,271039.62028287345,228366.60103180102,148627.7354477811,291293.8435573369
18171,317124.7305317755,296171.5465851473,279565.53847805515,380436.5749807496
55131,194590.23371981655,56819.1633823785,3801.8779248722826,317116.61813244
29141,286323.8634854576,244291.6213204848,157993.86973626135,334947.34482137277
29161,350172.75927050103,324890.96336582,270083.7971424647,412491.29572897777
05079,492615.7004263917,409264.78465378337,234908.85740385306,743956.3714705289
18049,216914.89654077485,223506.35201530182,220439.9574479165,326345.88917484164
20035,107315.89160841158,161473.52887249217,100285.73108086298,407047.2413775083
27065,461969.4975408306,250854.43697393392,119149.55768853583,479330.0972543228
17051,399625.0128797811,366464.4069078987,311330.06926197594,456707.55464232754
46003,463342.3431347577,339453.86366048333,222062.06500634385,508696.2673360669
42023,184065.00878966294,137807.5646988042,110870.48429993427,224821.37222964404
46099,344203.236986785,243786.04478942804,135556.82756431142,384173.5612850252
51540,252982.0130099642,123151.74335782,90287.89995615599,258108.3019803133
08045,256446.91355288608,186139.08297222393,75563.07320155739,436208.4755089523
19051,136297.78004703854,145574.29043447564,138239.71037288106,142866.9390433053
17191,481355.7285409167,382980.1931629017,345741.2603941987,531606.4960902331
39159,231037.1682475276,42357.25212492359,24945.644929444014,267176.2163408394
13265,372289.09028079145,233849.64919710823,210424.4687667056,429755.5855358205
06079,478501.6261769853,466937.8076801342,462343.96592021745,588880.5275059782
48437,489764.91414632025,494780.6608985607,446930.7887602901,586285.8870768977
28015,654212.6675566799,325885.2268188287,130296.67985641591,839642.68975728855
42019,52477.97448920889,67831.13260342079,44325.58598534893,136572.93488981944
48049,663369.7461340203,512923.838214256,210409.5621010545,864369.5186188001
48435,857787.5459899836,632468.6302519733,280724.56759910967,971792.2524096458
32027,555425.5890882054,292423.43203526246,158984.3732796084,694934.8156076871
20127,204343.13992552916,194354.10300270718,181321.40189917252,342064.6208042984
48381,440570.40748771874,455258.1894892351,427478.1920545212,550140.0724770979
19157,78739.02198615066,82384.86423571712,77932.59421769851,88661.66165733036
08101,13602.947287785986,55013.18092706683,13301.47878663027,329164.3797132639
48173,766996.868675197,588921.9087868986,410182.7734709728,831717.0977319507
48159,434147.12501103274,422185.3739942186,392757.2581593031,778525.5445570991
36057,238172.7541134351,200437.95337520412,194509.32502930218,302095.061496949
29025,215545.5687730553,176853.78735243637,91743.24490622355,252687.74761561526
54033,133928.2112940608,151223.06119355097,136622.59921987125,207523.70572584553
12131,467629.78438336425,87054.8756289053,54767.53140606608,489659.9694087952
17171,278758.4342051496,256633.29515435876,210600.03176007888,321918.60115775064
19009,101958.63752986916,99279.7925772568,95255.86504326828,159454.7197083438
18057,324197.0325742466,188619.63401184135,171070.63967422632,397370.1228708036
38047,712952.4649601757,557069.2907138478,504430.50515191903,743215.839758143
20027,290472.6366814196,248525.06903756174,225751.7609991154,354541.9019657131
16061,1130011.6842651647,694778.9274446781,480824.268778141,1145331.7706780515
20123,344992.3454102396,311833.77474974963,284078.4309504855,417882.7847070703
27135,815496.0950847404,574727.5233496788,474943.6200229474,819299.1138674398
36109,297487.29497756064,138024.27073747732,134548.19880283411,321556.96190635895
19039,61133.852241806104,102313.26187283374,64457.819115047234,110104.71219791035
19091,139309.32145574148,152590.77245123242,135308.9071749144,170156.4739706356
29079,162212.56452877613,162726.16957838344,154107.91504485992,196612.52176535784
20173,174985.34449624465,210407.70633704288,167148.8452784111,420442.5690150005
29009,164499.74117198662,199214.28392856166,164143.78320316214,418561.4392737348
48243,791283.6735090071,654997.9890569969,534266.1690520755,885164.5636178865
29105,276746.67173722613,261409.59568927836,226334.05949305702,391088.4880958162
26095,390994.91662343,322016.70520383224,290334.63067156955,530021.1722437791
21227,555225.6552109568,335437.85672094184,288912.3956473832,630314.0464248089
18071,454753.5432804134,178280.20903970132,133276.06570186053,485007.92966561276
38073,628333.7781622371,451441.1244417662,387459.8852343678,651040.7360270198
31165,312489.10369740514,271950.319591828,246123.78894083374,542397.4950340196
48075,496135.54419199075,506875.55064259184,494162.15774648276,597293.2329317016
13075,367483.6634503582,157695.54689047922,101962.72881973465,374600.5308808227
29061,181784.1759161354,164217.0166196462,121605.73968807205,221215.952581289
46005,488203.63917449635,356638.1890927192,262372.6550705142,527538.3728551442
28031,793293.7627079876,205447.1589099317,94433.62882153608,803915.1095469209
19059,232988.36471798408,198652.41822826184,141514.7099047607,265419.424626182
21209,450968.5012291673,129182.39584718767,90649.44648125382,457349.0285915172
19013,77225.25509405039,99451.39031636307,75941.02152889405,125082.23117917195
38049,919578.7794257633,732815.0513443748,680420.569267887,945091.7352285477
26057,110188.6927695542,84893.41844996138,68353.62850332941,256595.01208070497
40039,337336.21734974894,403584.7997260347,334507.5301123452,536833.4972537443
47109,665104.8974139965,480334.8124059498,353678.19418002636,741493.5470708176
13255,486444.29886797786,301493.4220790461,290130.49556635716,553313.1047004274
31097,254225.87229321344,183122.45118019986,99512.16076278465,296618.84412689286
48081,727751.57527131,572951.0047289429,328607.06512957084,833432.2642620053
50015,202126.4728039173,186194.16566620415,151345.67212042888,439462.48637637903
48009,471254.1511550574,442152.43168091413,383367.2272450962,700075.2344258358
23009,312569.0258761994,126168.33541777413,36975.45797770634,613100.119435136
39125,187525.72674467062,101359.69294151563,93695.0203953266,270030.338139581
22003,758846.0897784459,436708.9970314788,311192.5181263876,949963.828343724
47077,663558.1221961975,482372.1796493693,408906.3353189686,718037.279035301
20175,350980.36395376554,374680.96086161456,349353.9645477445,422429.84582771047
20089,379671.6669403337,305735.5915632487,254193.58708940554,414602.62073105725
41021,1113366.8475799714,548193.0214387865,326186.8282831732,1206715.797152319
48087,474074.2613265006,492902.4560364523,471387.80455288343,562394.673530298
17021,336852.8855642668,307507.92519173166,246749.87503506636,400332.8261691772
29057,163611.1445751638,171794.99044400468,163562.10829361802,364383.63266602973
48399,703479.9955022242,563159.6389223682,281820.52720727155,844257.199914145
28139,653805.469388455,440494.8289119985,299251.39763518685,762611.8770467116
20053,290231.2149292953,295485.2123595828,281993.50013572094,431280.8261369008
31067,292293.73895376385,203227.9769059521,127945.99654792156,319575.02830646664
36073,344886.4265882423,255670.22651095674,196118.12993305497,365086.22642499785
13135,418102.4603846359,253584.42782945497,212630.30290933864,492483.0080313267
29169,313716.7921784257,291152.06449672737,241838.72281117938,396586.4570967993
40047,203255.44866751356,268886.5975395423,199685.38404022626,507164.4415376413
20139,180793.0404991763,153979.9161658769,105444.0003105585,307981.93919208815
17007,235961.2820450476,129603.25302784026,92619.00833722332,296729.7879507713
12105,50555.699071204246,49424.45703557483,31754.485633609922,73788.87337971978
21155,470665.91390270693,228275.3302240682,185468.8712945473,528287.9428118042
20067,299833.38645095023,320930.06259617355,297997.3558458814,400284.10182561167
48191,531534.1547578692,534159.9397366674,529174.0976311292,592025.9209955009
48035,602532.8364736486,462215.7076084425,178637.47069655074,884209.4524916736
31183,401883.5348898273,270751.92048241815,186165.60955037965,458001.1537753489
51550,227679.8220043972,121793.43702248699,16708.606138483294,272614.4680494412
21001,458306.6588200209,272614.0477216488,233444.80049383303,545807.8739792699
28103,775949.6959446644,276062.7940099899,174567.7713176888,805073.8581828496
39119,171428.09074627483,99544.66533194418,89534.33152287062,209695.57129636072
05039,436311.12398542446,392091.262278759,296119.84854001773,716416.5426269536
39109,275230.09768514655,64422.13342371331,45859.40544890251,329001.24536385457
19151,151754.43218281807,147930.77370302562,142917.20561753603,190097.11828276646
26001,264535.91732815554,242007.42477773892,239138.65985226544,362156.1998839873
42117,266420.2532053338,135790.9711778309,130820.77564134271,268702.5682131561
28131,712456.7098065701,189858.0509854709,186846.82842606487,743763.3224191131
47149,551217.6821451542,366793.3393410551,347308.0915080946,649046.5023991853
55055,234084.41248747948,93940.30880880546,43313.19768488018,308898.6329830928
26015,62949.14232334048,53607.52112646917,51299.5652798641,250071.2422639911
31005,331859.11082301475,308034.13671616156,282932.5183905085,480918.49836899404
29101,249168.66867811416,189745.2295025424,70882.39458115316,294830.2321008858
26045,95109.56979506052,60078.27116919969,17728.260606791606,236892.29654546658
27031,657679.7375201021,389989.39123973204,352119.3619025364,689403.1004456292
55107,393155.8511776126,175325.5795912869,80527.35476849292,450968.93700823735
51011,178379.99004392646,142416.89339942945,99233.77795891091,183531.50937295682
19135,86686.1441120815,110731.85268853101,88715.30574491272,108118.6908272878
20051,382434.2469939891,382137.1243173296,374276.1099252909,444901.849992402
28099,761222.3822558104,248220.28602343175,110733.3391412877,808280.4388853344
18157,300175.0792380734,265982.6861897787,249192.00738937256,374077.7360562511
04003,265988.2897086944,314165.44296731334,278372.5248710236,546603.4257107086
21083,618348.0543038229,494136.2792256024,448561.6706642115,649760.1105307431
48205,323843.0972239896,359218.6944324856,324152.30859153764,481948.24548379995
06089,786927.1858323343,421760.989811903,237935.99815183048,929643.248807336
55005,385465.70974304137,172580.5238341376,74744.5661907277,430580.3173588603
19125,50631.62767988102,84333.77428650516,52048.80964313655,81855.98091071298
19053,93283.17758538933,126369.7215176195,96622.19747385604,137926.9678472405
49043,522964.23574613966,430224.7361323057,284219.97450775653,590214.3570923678
05037,476186.127798764,432955.6967746141,339180.53720281797,656357.063826895
20195,417666.3707482897,415795.4813585105,414925.7739922009,427492.25846279337
48493,906168.2431105191,623162.2642938356,132136.40600949826,1141811.2209535232
12049,81829.67791474475,69406.32023178873,58901.633535490066,89702.2292802925
31181,429178.765640417,307186.37397793727,248641.64021346095,432675.5433709049
08087,104296.8916650641,96096.95607591332,76807.77167729831,377217.9797509255
32019,476066.25227450905,208495.59872299354,73444.3970250066,618814.644583402
35017,337891.65434880345,335325.3814679448,303500.05294244393,587294.1445230523
36103,218620.04665284927,160407.34334493612,51347.22816879437,233161.65095898102
36045,375180.408274622,301653.9574016752,295588.20789529575,432436.90335883904
36019,262064.40010296274,250052.97033358633,221575.58103842344,452598.5413913544
38105,955047.7981463008,872408.4102864326,853599.6706931654,1037546.9196335112
22039,765020.1925818608,423589.81131252757,274323.15821690095,927430.3064700015
40059,356163.25696172134,389975.0813420145,350475.14360023814,462592.0155404397
46051,470779.4142484284,332593.5716219672,280596.7829311501,497034.4751422104
46027,307974.2301308481,191760.7613475143,66356.93093869994,356214.9365732585
17189,447519.22350410797,415807.9610407442,368582.0730399056,488750.2784954006
47153,469503.5611207326,285295.55618814117,257994.59393001258,564028.2478919525
06005,546082.4064274057,274376.229294663,137887.836156887,686143.735784902
19159,105845.94187460204,121265.40167716231,106217.41237178024,156051.27185970682
30001,881450.065106462,790877.9292750543,761745.8635180587,973317.1744016523
26021,120981.07831142296,142069.17868924956,128570.86890666067,277653.10396072787
42131,186636.9680184218,32842.094541884224,32214.712619975497,242414.44748595599
26093,76719.09878305584,57814.25342351501,35763.426320486156,215196.82837785254
26161,66277.93046119259,60645.25197908737,38092.32229569888,209299.24648545388
39079,272819.5895195476,113550.6810936444,109871.98990034487,307909.3544346857
05065,347290.2833510387,366460.0421940348,346894.86639435345,537199.0637901329
37109,112479.88128713644,44965.54466753968,44958.748990485336,194553.8581327703
51790,250896.92455201794,140705.42268021908,124839.08203439276,262214.0299643105
26075,113783.36800026259,76338.16275416821,52066.7561028387,225211.21948814197
26107,87993.6113132577,92037.60368431416,76073.78860603538,290156.0218207166
27039,249073.2853514083,161926.21920004205,99263.1867715172,270129.17562000646
46115,530596.7285951409,392149.1435667162,314213.9499540516,566298.7834533701
46079,390321.91881901445,277203.61108067195,180468.76765537795,428459.38544287044
29085,227160.0284027225,205283.6549729527,158458.12467960533,347930.7896414191
40037,142905.35217498706,222048.868309781,142463.57324781164,499279.6054561464
17099,239613.36591504488,189966.67806277098,141352.66095257294,313025.2251859297
39113,308571.060766323,50859.22532962336,45960.51414404139,350636.5985652825
13319,456810.9741957917,294176.1241021008,274431.7941708449,505080.5116312883
48211,432396.91596011195,443252.94748721266,428248.2948130066,501535.5888973311
48397,468525.9329653963,417609.229446123,311708.77530757635,806501.7122241387
38081,594616.6535225847,428638.5437027765,370428.97330405755,619239.2259487852
20185,291028.7061535671,315954.83335710573,283257.59857200226,457699.9867347264
01003,592372.7202377791,101995.52342160569,60073.6120922745,620380.4309020209
26031,297734.9914948612,291369.1655189591,287399.30234427087,442953.0184944774
05027,480538.8763830583,423507.2215696225,302325.5862050486,784953.1993927619
04011,250023.47466521797,280294.15456685505,263125.3218252939,502084.40592791163
13215,556910.1928560399,276024.1119187965,235172.4151817078,566863.0080679524
17133,432117.73790443904,394924.01864004723,365030.6042073669,459012.0694291072
17085,126547.7550258882,117749.1804003653,98838.25174126867,239896.30818299574
18075,268947.00681183615,139579.21358808613,123597.75713972688,326933.6470882728
18029,393550.8856542886,84122.66265110082,40508.54020958624,424461.6384465102
30081,1022526.2917505953,796401.7134932458,651802.2026213624,1081312.421924627
13189,358093.7586816427,233041.82098834807,217402.55559913244,408721.33988277835
27125,724337.0573435071,496480.67857135687,399210.76464866166,732254.0168480453
28135,601229.185056039,383079.2880185768,184229.10223761195,804224.9380510213
48235,805640.0287967082,604378.1950783439,339876.2381484784,888651.2826421291
51580,186361.28001927177,145331.5035108847,55937.43668412549,232433.1436488016
22083,625588.7351317189,373509.4442254461,149585.90039010867,888421.1686179931
48063,458883.7262879959,433951.0289588825,388960.7657209381,799783.6164518485
29129,127682.65607626279,149566.92123715187,130984.43193696206,164769.65699931412
13287,432680.7406515096,207100.13141398414,146130.78026449936,438975.11882267153
26125,44902.37969979006,53320.94083796007,21420.854407284707,208148.6996579752
18069,241433.12563207778,180905.13066068973,175080.84952655676,322275.8325567785
16077,733494.0021404554,633786.8912227236,538541.4076413551,748203.3735065471
29093,431481.46472890745,411233.7746730983,365710.5359471908,480746.6305231486
40105,27231.16593261526,106814.58876989728,26599.842539643283,383209.73225827445
18047,369381.74105073663,90860.6153717243,59308.63609093951,405203.4118756186
47097,553068.7454446089,500950.7983140366,389879.2777002815,668544.2486710163
47025,305436.01630414324,148287.2957673966,140137.4411775421,406091.96163536765
48391,981564.0408824148,668815.2766624137,222663.0095948936,1239358.946156697
48351,720088.8647327805,459579.0699358444,375044.7909653041,996151.4940980738
48465,945750.0270521702,685372.0608462698,342792.7617948201,1007429.7647702885
48315,488596.65580861934,432870.27807700034,394809.74489088275,819376.4760792509
51073,259452.09094403932,134427.02414806018,75022.19094661366,276782.89337742294
53057,1474643.8081616987,697599.4252093881,65562.66547955165,1533063.2036718566
53035,1419291.3629999687,641378.0924378275,53745.292921617816,1502034.4981712343
54031,186270.84551118637,120660.09014161487,108251.74693915523,236114.4128355991
19005,148476.89468245438,155086.51284109615,147671.37733286733,227092.47870794364
20153,324526.83271425165,322888.5042832663,314188.9030208085,412169.5699887666
20183,410407.10037555185,341892.18385074765,292399.11650819785,453241.6379332409
21027,574719.323672331,271374.01537344744,223044.24312069197,581723.9229970402
22075,708164.089592212,278538.46105794224,255698.2755890666,748039.1402679931
24510,143938.27966816674,88077.49965729433,85953.40512598972,200041.29937111025
27037,322253.23379327497,157205.43101036132,25884.289294005583,340010.8577601874
27155,517297.31953244,347718.62849896,273089.5369421033,537445.5527500197
29165,262636.03569562634,180401.09996714682,48794.00952735505,266616.7289428174
29003,202267.59541444926,161575.91387628662,114896.76612009728,247750.8789108829
29201,535172.1655026169,496566.2297252285,485527.9870343861,575588.727979135
30085,943035.0527592467,895108.6593610065,873977.836191541,1075269.5123736705
31127,225871.38836034035,169718.47052446404,95098.46210014641,276272.24113756383
31045,355402.12227678974,316674.2610675032,290017.2248147922,552575.3277989435
31161,364323.7525455802,329659.26177342137,302464.2122729127,533637.6040902553
32023,239230.59110360243,276352.5163297107,243185.11629566297,379511.8292589393
01095,580103.1256764354,384571.909257718,361885.09101648285,668084.6873617697
06063,654605.8253943616,289758.926719479,106099.86134701432,797321.7795181805
08001,48018.36220528386,57276.65513314748,50354.63670823025,349147.6083486578
08111,269963.8654093155,237851.91812730586,168664.7407729332,407049.6852423732
13077,513480.07087773725,318123.2883156595,308411.2721709597,584879.4740183727
13211,408088.5329935161,255225.2028088776,223100.80019884204,472702.3616715567
48423,522785.47749730275,440327.1713262225,321495.2528645141,867443.70662891
28143,542084.8941935619,451652.93269211816,263298.79090676986,731073.4033034252
40119,159949.7164492746,235217.64866176835,159381.54374835096,506090.5589600786
54013,202587.50639829572,202697.66670546858,200288.25738728835,240228.6146970873
17199,528331.8046628558,447325.5985743344,412284.1205555797,568765.4882853132
17107,281457.1277200358,250448.46369508866,186290.7738067125,356174.8998564696
17113,286491.4447802408,253273.44184023474,184634.71160116544,357368.4133141004
20003,135041.99540399376,124005.0119887582,105251.40019129163,312761.1969715415
20141,374735.4943490859,349786.3599157479,321442.5647544963,456264.4166710808
19011,35614.886739589034,68998.28426492745,34481.82537299279,106924.94398790966
19179,117357.34072279988,121138.97914547261,118726.20666164762,120820.52831097993
28081,696394.4645885099,389675.424539133,261487.2352570166,794002.3183355532
28049,712959.7012373187,254813.5066424602,25661.8678289954,839780.459721491
28065,809961.1673385001,215916.86554052614,87749.49128900333,812891.1516360748
30015,1000462.5115377725,923521.9194900811,885882.8453218297,1177719.389593904
31047,443478.51081847254,359592.0636075278,329948.5974690413,488252.2838409363
31143,325909.90841991716,211449.23822954,139506.42098902655,382892.0069819341
34039,104508.34547202456,102901.90702487505,70489.96026199531,186414.42445368605
37011,148664.27473447047,79638.23171390242,69771.45046812261,247629.1966708825
37137,179412.25545751464,91389.47858837947,76360.76950411811,234420.47399711076
38067,853200.250398185,628162.2047891445,543444.7463596566,865224.8599880552
39035,153769.63338711124,42780.28589436065,16357.816101246068,169539.22082139732
41041,1197785.3369671374,574956.0098727125,391720.14524631563,1338827.0123835304
42095,87605.17760449316,72611.43995332763,68160.5072612488,190265.88588046387
46019,578842.293614115,536861.8251493135,512515.4969246977,734921.6705878221
48389,779080.1308962544,622185.4473127389,495257.7359023538,847353.997102565
48479,1089524.3689932912,801615.2921893217,326251.1119596138,1238595.5993934849
35043,347824.28557930834,273492.7433066858,76263.76945760922,456307.33467031945
35033,252259.52920771408,251501.87824685892,185881.0015478442,459253.2300695883
37159,59631.380268516994,45705.735785202545,28199.83107390914,134012.60100580487
36121,290700.0813616014,220793.96795154788,164865.25357917455,326203.51314889814
42037,159014.15709580472,66479.23587148116,51054.90409341243,208847.2460689951
45085,247705.48744349348,152297.20256289825,152144.17980074207,256848.84298958912
45035,341146.4565572762,243172.1447610459,242992.58563830698,341441.0055204823
46075,577865.7547886805,465155.34468322946,383378.9251404882,613439.9136519482
47037,581930.3898283612,385839.14101193263,383791.2360889277,681090.5506730438
48223,435376.7754331547,416108.08736289217,372471.6073174907,784043.8237689738
48341,362432.8938444589,400251.66625270067,362283.1680288592,483923.0721250443
48349,563346.0678208432,451415.3480235885,223408.92687769438,889732.5323721642
51047,278164.1882707591,62968.083934518276,43171.406721242296,283347.67159589875
51067,102400.84855438476,80078.53644038961,32609.152517311617,152150.86729822317
47143,421626.543400757,238807.80559117286,212723.95269760676,517508.14667551144
04001,313270.7117868442,284819.21485040453,261884.54877101374,445664.4343989033
08125,210681.52640196294,208838.8887520564,197408.64107288854,385502.270216205
08123,91914.61916442882,60665.695879707244,31046.050239736767,400093.8513510594
08103,281589.7110209575,212029.31240446615,100036.9911292272,459117.42239407194
54083,187221.45153134543,184818.2917729755,167670.65541750382,224488.8925484045
13091,463501.37552230473,235663.96862222417,209988.03183573246,475787.98633250064
28107,591950.3210128619,416961.8955594663,231342.3153591939,774663.1176793514
31007,216757.5728877614,179976.1933625432,152555.54082852718,474798.9965466948
18065,334268.52098257287,133771.9263925212,120388.5580797152,378063.79289450415
26017,170143.46317663076,139915.00243242574,126445.30375602919,277899.68694247096
31125,358060.08157577086,235519.2525772297,175354.3560739726,415873.89328313386
48361,789111.263104084,476504.2568809258,358781.67835053935,1018895.4189691693
49009,405606.35001643864,328289.2309713314,214916.58380877032,542960.5753156547
