GEOID,year,gini,earn,home,rent,pct_white,pct_black,household_size,median_age,education,pct_foreign,pct_foreign_lat,pct_moved_dom,pct_moved_int,unemployment,population,density
49031,2015,0.4089,16865,140800,613,97.2117962466488,0.21447721179624668,3.348294434470377,42.9,7.935656836461126,1.447721179624665,1.3404825737265416,2.4128686327077746,0,5.787781350482315,1865,0.939250645154082
49031,2016,0.4002,17869,136300,555,99.40828402366864,0.05379236148466917,3.4110091743119266,42.5,11.619150080688541,1.0220548682087143,1.0220548682087143,1.2910166756320602,0,2.1699819168173597,1859,0.936228927260825
51157,2012,0.4713,30000,417700,953,92.16397849462365,5,2.271062271062271,48,13.642473118279568,4.099462365591398,0,3.319892473118279,0.49731182795698925,4.152568440479852,7440,10.7665908123428
51157,2013,0.4874,30366,394800,966,92.10526315789474,4.53813104189044,2.283961974854339,48.7,11.788399570354457,5.236305048335123,0,3.3968850698174005,0.5102040816326531,4.07673860911271,7448,10.7781677917109
51157,2014,0.4754,30617,383700,999,92.08971259736771,3.81412839108246,2.2694300518134716,49.3,13.295729250604351,5.385441847972065,0,3.7469782433521353,0.12087026591458502,3.22782826700094,7446,10.7752735468689
51157,2015,0.4694,30748,367000,NA,92.38325931906877,4.185170232808505,2.2703941338221814,49.1,15.071995693715515,4.844570044408559,2.0993136859103756,4.050598842686045,0,3.3291848164281266,7431,10.7535667105537
51157,2016,0.4543,30480,362100,1046,92.17907227615966,4.193635382955771,2.283954419464121,49.1,14.104638619201726,4.47680690399137,1.9552319309600865,4.1396979503775615,0,2.776044915782907,7416,10.7318598742385
54041,2012,0.4749,19763,90000,515,97.65696503752517,0.2684727561169077,2.4945205479452053,44,6.364024650680335,0.7688083470620538,0,6.162670083592654,0.06101653548111539,5.663948747815958,16389,16.2208509255862
54041,2013,0.4649,20040,91400,507,97.46511486198281,0.36560843336786303,2.543946674934119,44,7.799646578514412,0.8713667661934068,0.11577600389982329,5.971604411675096,0.10358905612089453,6.982617738820383,16411,16.242625208359
54041,2014,0.4398,20501,94800,537,97.16670728735072,0.8591274677065561,2.534280420012353,43.8,7.378747258103827,0.7433585181574458,0.12186205215695832,7.330002437241043,0.07921033390202291,5.78386605783866,16412,16.243614948485
54041,2015,0.4462,NA,95500,546,97.80941949616648,0.535475234270415,2.5182347532945144,43.3,6.699525374224169,1.1317999269806498,0.5963246927102349,8.117317755871973,0.09127418765972983,7.23207401696222,16434,16.2653892312578
54041,2016,0.433,21674,93100,549,97.47290220436,0.31664839848983073,2.510625286653417,43.4,6.253805870174157,1.4614541468761417,0.5297771282426014,9.006211180124224,0.11569845329436122,7.46861592245352,16422,16.2535123497454
47093,2012,0.4779,25982,156800,742,86.39865006798135,9.108116904851492,2.3918231007067137,37.2,14.490993912840743,4.497849757737064,0,8.315193429469053,0.25992193108606276,6.323984216700437,433207,317.705288351557
47093,2013,0.477,26198,157400,769,86.1596446543687,9.175871830254266,2.412937603533959,37.2,14.24586311137962,4.694232956430799,0.10755567150209505,8.122970458805034,0.2384532121386873,7.1656765066229,436983,320.474530697169
47093,2014,0.4814,26079,158400,785,85.7246580688491,9.150231886951708,2.4409441841402764,37.3,14.10448980332719,4.942459363059637,0.09643048383144406,8.48315983409419,0.2636522875579717,6.820341434246329,440732,323.223971786602
47093,2015,0.4795,25973,160700,793,85.65156138882138,9.069468074572182,2.4586424978835715,37.3,13.918370286352138,5.017463789642353,1.6149504442464016,9.031659870191831,0.2671329678540243,6.423609517953989,444348,325.875873354857
47093,2016,0.4823,26071,164700,808,85.63003721851821,8.954757633366357,2.471456302113204,37.3,14.40097821333262,4.922305227550629,1.567506537785275,9.470417079461983,0.3295668549905838,6.184333691011621,448164,328.674450894808
48029,2012,0.4647,24691,122600,816,75.18701646954304,7.254657532812916,2.8815739651711785,32.9,10.293202752249837,13.023707164710546,0.007209713111561008,13.15010971555356,0.7334720234059847,7.649935552354234,1719902,529.107994259474
48029,2013,0.4608,24701,123700,839,75.64209765017642,7.305853512187165,2.8993613340874287,32.9,10.421916476827448,13.14727378712987,0.17789940669777862,13.085103106366619,0.7392036905428698,8.051920199378298,1753238,539.363429799774
48029,2014,0.4606,24940,126100,862,76.73563290346813,7.325128780697204,2.9171974106866245,33.1,10.598081257042695,13.247308125704269,0.17254601226993865,13.036139083152982,0.7480906473018656,7.821498335223254,1789088,550.392268416278
48029,2015,0.463,24947,129400,876,77.71456837626035,7.479148201426238,2.94992009126886,33.1,10.73447194251225,13.098424433388733,9.712013462598232,12.874595590692314,0.6979450036209218,7.328521050975977,1825502,561.594615121476
48029,2016,0.4638,25537,134400,902,78.42351020794652,7.587027270149712,2.981929054211233,33.2,10.839194511860176,13.196111904079144,9.71163163051145,12.255991959967698,0.7487495285681006,6.616434939472509,1858699,571.807288916513
48267,2012,0.4349,23004,87000,612,96.37317019882019,0.4369674459252786,2.347179487179487,51.3,8.105746121913917,6.882237273323137,0,3.4301944505134365,0,5.654610290371879,4577,1.41263440960649
48267,2013,0.5131,22668,85100,511,96.32063074901446,0.4380201489268506,2.4094986807387864,51.9,9.505037231712658,6.964520367936925,0,4.402102496714849,0,6.516413522782949,4566,1.40923939573153
48267,2014,0.5161,22661,84500,545,93.56479433878815,0.022114108801415303,2.190891472868217,52.8,9.376382131800089,5.88235294117647,0,5.88235294117647,0,7.330924109447599,4522,1.39565934023171
48267,2015,0.5099,22144,85400,645,94.11502452073115,0.02229157378510923,2.2542713567839194,52.8,9.852875613018279,6.93267944716897,6.93267944716897,7.5122603655818105,0,5.714285714285714,4486,1.38454838573185
48267,2016,0.5001,22514,114900,618,93.10577139007411,0.022456770716370988,2.1014629542236904,54.5,9.31955984729396,5.659106220525489,5.659106220525489,7.141253087805974,0.20211093644733885,4.554973821989529,4453,1.37436334410699
48325,2012,0.4325,23197,109800,678,89.22602099589211,2.753809037362255,2.9850775319535456,37.9,8.980851572518421,5.861896585450673,0,4.520854615401334,0.06085765828424874,8.168058455114823,46009,13.3131609104353
48325,2013,0.4283,23082,112900,672,88.89103887168902,2.6573787409700724,3.043182412980895,37.9,9.219126246990024,5.519005847953216,0.369797041623667,4.514963880288958,0.06234950120399036,7.319361901782921,46512,13.4587089540344
